County,Crop,Target,Model,R2_Train,R2_Test,RMSE_Train,RMSE_Test,MAE_Train,MAE_Test
Napa,GRAPES WINE,Production Per Acre,DecisionTree,0.9674894064030224,-0.19606337828737042,0.09122896285728424,0.7102688685257251,0.04722535634374998,0.5374928511111112
Napa,GRAPES WINE,Production Per Acre,GradientBoosting,0.9975629140137597,0.12125426101903669,0.02497788801683733,0.6088037224912188,0.021281406169826822,0.5010092752180424
Riverside,GRAPES WINE,Yield Per Acre,KNN,0.21941441886457014,-0.2720761695679288,0.0006064439408634125,0.0009467463074343042,0.000503183009130625,0.00054337859786
Riverside,GRAPES WINE,Yield Per Acre,DecisionTree,0.9469627415302366,-0.43482482381001497,0.0001580778179264574,0.0010054870982678303,8.343442380380955e-05,0.0006552362685322751
Riverside,GRAPES WINE,Yield Per Acre,GradientBoosting,0.9906517118949425,0.08452832885186168,6.636612230965995e-05,0.0008031552756047148,5.5150920169439795e-05,0.0005524587938556134
Riverside,GRAPES WINE,Production Per Acre,KNN,0.47091041575467607,-1.6016375728728058,0.8458128379024048,1.8666741479282805,0.6647263563875,1.4472114661111108
Riverside,GRAPES WINE,Production Per Acre,DecisionTree,0.908879048903935,-3.3905447015951626,0.3510094337339361,2.4249585324982905,0.23846802012499999,2.1047979718888885
Riverside,GRAPES WINE,Production Per Acre,GradientBoosting,0.9984644962971496,-1.351659925978435,0.04556539093224993,1.7747303409330486,0.03752688159006513,1.4378033998189697
Santa Clara,GRAPES WINE,Yield Per Acre,KNN,0.2215650828668485,-0.11238851623544677,0.00030870117696757177,0.00032188175118194,0.00024277029161379313,0.00027244137729999995
Santa Clara,GRAPES WINE,Yield Per Acre,DecisionTree,0.9947765027336012,-1.4305774007216985,2.528761187039594e-05,0.0004757982439280108,1.1728321103448266e-05,0.00039245394456249996
Santa Clara,GRAPES WINE,Yield Per Acre,GradientBoosting,0.9994121299458625,-0.19993792258894239,8.483358106200268e-06,0.000334308559694628,7.383404271418374e-06,0.00023102520425949687
Santa Clara,GRAPES WINE,Production Per Acre,KNN,0.4205608570449748,0.055983394584747215,0.46818311990185313,0.51793231662465,0.38103501456551714,0.387044708175
Santa Clara,GRAPES WINE,Production Per Acre,DecisionTree,0.9935697363427243,-1.1923682829371418,0.04932035872345112,0.7892960842977952,0.023976987660919536,0.6662218425833333
Santa Clara,GRAPES WINE,Production Per Acre,GradientBoosting,0.9997454888772893,-0.08166913963750178,0.00981217352229612,0.5544091798793777,0.008492648388361673,0.41326109859460086
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,KNN,0.32925543732972695,0.16491040549790215,0.04502103840972891,0.034278240734363474,0.028413220265572418,0.029799928989749994
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,DecisionTree,0.9995388596254581,-8.310592034321953,0.0011804660500190248,0.11445654630769257,0.0008567413220689654,0.086428380046875
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,GradientBoosting,0.999889093409691,-1.1467211703732771,0.0005789160686430375,0.05495912477433367,0.00046310723497116545,0.0379514971140207
Santa Clara,TOMATOES PROCESSING,Production Per Acre,KNN,0.6944213594054567,-20.13355341920018,6.4338798078967825,10.123790842530314,5.213262173379311,8.580288511499997
Santa Clara,TOMATOES PROCESSING,Production Per Acre,DecisionTree,0.9959113723946081,-6.347065006637456,0.7442180936975489,5.969168552618921,0.41992488436781666,4.9781492387499995
Santa Clara,TOMATOES PROCESSING,Production Per Acre,GradientBoosting,0.9998613635255462,-4.412694602710121,0.13704089903745842,5.1234636934758235,0.11451875510352874,4.455344081996621
Sonoma,GRAPES WINE,Yield Per Acre,KNN,0.62746017845548,-0.26550282257632984,2.189213119280311e-05,1.2472544091178794e-05,1.6482054686249997e-05,9.590518246666665e-06
Sonoma,GRAPES WINE,Yield Per Acre,DecisionTree,0.9985803388228432,-7.914765552515139,1.3514315201754797e-06,3.310384591950293e-05,8.721353890625e-07,2.2499103644444446e-05
Sonoma,GRAPES WINE,Yield Per Acre,GradientBoosting,0.9994961977897859,-0.7405428301730299,8.050664440379321e-07,1.4627356496216207e-05,6.55763712898653e-07,1.2902775046330364e-05
Sonoma,GRAPES WINE,Production Per Acre,KNN,0.1335306269326496,0.06825358688113636,0.5304885128740845,0.6511088383991189,0.41944911528124995,0.5940666593111109
Sonoma,GRAPES WINE,Production Per Acre,DecisionTree,0.9602139444126447,-2.0741535438441403,0.11367496221640924,1.182680683257343,0.06769348889285713,0.9945297269444444
Sonoma,GRAPES WINE,Production Per Acre,GradientBoosting,0.9970077492817935,-0.383309478935411,0.031174418833986094,0.793349225929239,0.0265605029615381,0.6135040588690395
Tulare,ALMONDS ALL,Yield Per Acre,KNN,0.4500020925230529,-12.162967661211425,1.2032987471945609e-05,2.2098407182419283e-05,9.843124999999999e-06,2.1602222222222226e-05
Tulare,ALMONDS ALL,Yield Per Acre,DecisionTree,0.9899354723165061,-4.209113961118914,1.6277572761317944e-06,1.390163859246656e-05,9.481249999999997e-07,1.217777777777778e-05
Tulare,ALMONDS ALL,Yield Per Acre,GradientBoosting,0.9995468551329144,-12.368484747140029,3.453913671463962e-07,2.227025330790003e-05,2.8338934727431587e-07,2.1196915627974772e-05
Tulare,ALMONDS ALL,Production Per Acre,KNN,0.586083331743794,-0.9684781602792849,0.13257922319718463,0.06336337445139881,0.10036812209937504,0.055532163142222236
Tulare,ALMONDS ALL,Production Per Acre,DecisionTree,0.9950130946723288,-10.51479691466537,0.014552398339608329,0.15325023133906102,0.005610197020833332,0.1292718483666667
Tulare,ALMONDS ALL,Production Per Acre,GradientBoosting,0.9996877407863985,-2.3339823977224814,0.003641469217709467,0.08246214903207989,0.002753788454907825,0.07133137266788728
Tulare,GRAPES WINE,Yield Per Acre,KNN,0.5225256429211531,-4.381113318068819,0.00012055952058665071,0.0014228030007386993,8.960905149312502e-05,0.0012873319610622223
Tulare,GRAPES WINE,Yield Per Acre,DecisionTree,0.9933895661441711,-3.4548909181723193,1.4185396128445967e-05,0.0012945750741096152,8.79390478732143e-06,0.0011123235727999998
Tulare,GRAPES WINE,Yield Per Acre,GradientBoosting,0.999427500114732,-4.3734704198393,4.174593456044595e-06,0.001421792224539181,3.4741653410433207e-06,0.0012683706132832534
Tulare,GRAPES WINE,Production Per Acre,KNN,0.4280607997651359,-12.749600541110864,0.855720649387975,5.175549757812972,0.70627718123125,5.022538038022223
Tulare,GRAPES WINE,Production Per Acre,DecisionTree,0.9095935498128151,-10.196529374833911,0.34021760946913127,4.6703901278766,0.2286594906111113,4.437662635555555
Tulare,GRAPES WINE,Production Per Acre,GradientBoosting,0.9990985169276193,-9.63809621257112,0.03397315403923733,4.552431341865271,0.027351078770224663,4.333260551176068
