Year,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,high_temp_days,low_temp_days,heavy_rain_days,snow_days,high_wind_days,low_visibility_days,cloudy_days
1994,Fresno,36.737798,-119.787125,64.042935,9009.04,47.74101332,62.80586775,62.96387046,65.09091966,1014.914466,,,60.57266983,5.022005191,231.7055969,25.165,0.6777288732,,,,33.39832995,804,Clouds,overcast clouds,04d,30,49,1,0,17,42,35
1994,Los Angeles,34.054908,-118.242643,67.31053881,,54.84698059,67.27616096,64.36363927,69.68191895,1014.658333,,,67.48458904,4.113744292,161.1031963,,0.7524715909,,,,33.09828767,800,Clear,sky is clear,01d,53,43,3,0,63,0,32
1994,Palm Springs,33.830296,-116.545292,71.30490261,9579.356187,46.32037362,70.14397084,68.56736872,75.08519194,1013.703155,,,46.16072446,4.693229297,230.1839617,31.26782609,0.5570317003,,,,29.99738011,800,Clear,sky is clear,01d,31,54,7,0,15,23,67
1994,Riverside,33.980601,-117.375494,63.70832306,10000,50.57090639,63.03569749,62.05828767,65.34475571,1014.720776,,,65.67819635,3.147872146,171.6819635,,0.6837862319,,,,34.20593607,800,Clear,sky is clear,01d,33,50,4,0,0,0,37
1994,San Francisco,37.774929,-122.419415,57.0328984,,51.67618379,56.06278311,55.61699886,58.44837443,1016.480479,,,83.09440639,8.174351598,238.0034247,,0.7773899371,,,,49.43869863,804,Clouds,overcast clouds,04d,16,57,4,0,37,0,26
1994,South Lake Tahoe,38.939926,-119.977187,43.88114756,9392.763211,29.72140863,41.15134166,41.97455278,45.95042338,1016.823496,,,63.25414302,4.761337117,187.6676504,25.93562963,0.538857868,,0.5945174825,,43.09194098,804,Clouds,overcast clouds,04d,51,49,7,2,22,26,41
1995,Eureka,40.802071,-124.163673,55.05019501,9066.207455,50.83076063,53.96366975,52.94001711,57.46234348,1015.904208,,,86.09054624,8.502205497,217.9387615,,0.9633502825,,,,60.29615692,804,Clouds,overcast clouds,04d,55,13,20,0,43,24,44
1995,Fresno,36.737798,-119.787125,64.35697672,8573.278062,50.87121921,63.53417726,63.40354628,65.3254572,1014.304578,,,65.76403104,5.048132943,216.1826566,22.84214286,0.7919565217,,,,36.7469351,721,Haze,haze,50d,21,19,8,0,23,48,59
1995,Los Angeles,34.054908,-118.242643,68.22642352,,57.20283562,68.34829566,65.18274886,70.63783904,1013.980137,,,71.31541096,4.005436073,164.4756849,,1.237992278,,,,37.48515982,804,Clouds,overcast clouds,04d,57,30,10,0,65,0,65
1995,Palm Springs,33.830296,-116.545292,71.86281859,9470.232645,47.85341875,70.68907869,69.11153058,75.74124815,1013.249972,,,48.7177998,4.662524769,228.5761303,35.53296296,0.82375,,,,31.47819155,803,Clouds,broken clouds,04d,27,37,8,0,19,14,79
1995,Riverside,33.980601,-117.375494,64.93982536,10000,52.11680288,64.33231595,63.28203744,66.60624586,1014.09782,,,67.52950576,3.035995891,171.102728,,0.9177602108,,,,37.54114827,804,Clouds,overcast clouds,04d,38,33,11,0,2,0,72
1995,San Francisco,37.774929,-122.419415,58.82226256,,53.45992808,58.19248516,57.52331164,60.11498744,1015.403082,,,83.48390411,8.194479452,240.4359589,,0.8481549439,,,,53.72990868,501,Rain,moderate rain,10d,37,20,10,0,46,0,55
1995,South Lake Tahoe,38.939926,-119.977187,43.77285779,9247.17704,31.88245892,41.0999796,41.74254278,45.96184476,1016.264476,,,67.72759207,4.783400567,183.7168272,27.54083333,0.7904692557,,0.806203271,,46.62832861,804,Clouds,overcast clouds,04d,24,34,17,14,26,42,70
1996,Eureka,40.802071,-124.163673,54.37575247,8880.288097,50.00099306,53.15027869,52.02289728,56.99156637,1016.881356,,,85.51473097,8.796543055,222.3220339,,0.9970797414,,,,55.5832101,802,Clouds,scattered clouds,03d,32,17,25,0,39,37,36
1996,Fresno,36.737798,-119.787125,64.08374158,8897.709846,49.08210644,63.03284707,62.74220797,65.42439564,1014.837875,,,64.24227851,5.763283104,193.0888105,21.15899522,1.142291221,3.042424242,,,31.65341456,801,Clouds,few clouds,02d,29,26,16,0,52,47,37
1996,Los Angeles,34.054908,-118.242643,68.61506034,,57.06310337,68.83471767,65.55316371,71.05537341,1014.279372,,,70.206398,4.063883197,163.470173,,0.9790048544,,,,32.30851548,804,Clouds,overcast clouds,04d,60,24,7,0,64,0,47
1996,Palm Springs,33.830296,-116.545292,72.83351656,9981.840373,47.26958348,71.68070445,69.85307955,76.70575964,1013.445545,,,46.03766928,5.652026858,224.2810971,34.1436,0.5473228346,,0.23,,25.54387163,804,Clouds,overcast clouds,04d,33,22,4,0,33,8,54
1996,Riverside,33.980601,-117.375494,65.23011157,9023,52.163273,64.64949112,63.61068534,66.80837546,1014.402778,,,66.85997268,3.204841758,172.151184,,0.7440150376,,,,32.17497723,804,Clouds,overcast clouds,04d,40,28,6,0,5,1,47
1996,San Francisco,37.774929,-122.419415,58.94080601,,53.15901526,58.27241576,57.56732582,60.29588342,1015.890597,,,82.22928051,8.468908242,240.1183971,,0.8190315789,,,,49.06614299,803,Clouds,broken clouds,04d,45,18,11,0,44,0,43
1996,South Lake Tahoe,38.939926,-119.977187,44.17992897,9023.200873,32.69047469,41.13325854,42.1498895,46.44175894,1016.763784,,,68.31029428,5.309983087,183.6424625,28.55347458,0.8307848444,,0.9789803013,,46.40038336,800,Clear,sky is clear,01d,43,25,22,14,45,49,56
1997,Eureka,40.802071,-124.163673,55.54886646,9309.007092,50.88802828,54.41422739,53.42147565,57.83322158,1017.497092,,,84.81217927,8.525570761,217.2272779,,0.7991836735,,,,55.79507355,500,Rain,light rain,10d,102,15,10,0,33,19,38
1997,Fresno,36.737798,-119.787125,63.34884822,8832.788429,48.00115283,62.24956348,62.184929,64.47296518,1014.85253,,,62.15146734,5.59381298,200.3536342,21.04905,0.8048220641,1.338983051,,,22.04533502,804,Clouds,overcast clouds,04d,8,34,4,0,53,32,19
1997,Los Angeles,34.054908,-118.242643,68.47587557,,56.31486301,68.55130251,65.78457534,70.66264612,1013.953425,,,68.80810502,4.192938356,159.7205479,,0.8998280802,,,,34.34394977,804,Clouds,overcast clouds,04d,59,36,4,0,71,0,44
1997,Palm Springs,33.830296,-116.545292,72.19883984,9981.162029,47.76764545,71.04203399,69.04160392,76.18410335,1013.303103,,,47.26226329,7.070446042,218.6179557,33.17927083,0.5705191257,,,,25.87291809,803,Clouds,broken clouds,04d,12,34,5,0,78,11,46
1997,Riverside,33.980601,-117.375494,64.82669863,10000,51.61886758,64.18733562,63.2251758,66.42645205,1014.104795,,,66.12888128,3.239457763,164.7381279,,0.6868430335,,,,33.8652968,803,Clouds,broken clouds,04d,25,45,3,0,5,0,48
1997,San Francisco,37.774929,-122.419415,59.66162671,,53.34869863,58.92299772,58.22290753,61.10767808,1016.111758,,,80.88436073,8.555752283,239.5982877,,0.8731354642,,,,47.74988584,500,Rain,light rain,10d,76,20,10,0,47,0,39
1997,South Lake Tahoe,38.939926,-119.977187,43.80028412,9524.597879,30.92626094,41.01276054,41.62691329,46.41368565,1017.240823,,,65.32480964,5.359286283,176.0448915,25.14510638,0.6805544554,,0.7661821705,,47.11887715,500,Rain,light rain,10d,18,35,12,7,26,25,34
1998,Eureka,40.802071,-124.163673,53.76121612,8783.979517,49.19585174,52.33478365,51.61774539,56.19620474,1016.103963,,,84.91596447,9.060237987,225.1349351,,0.9541774034,,,,61.36119335,803,Clouds,broken clouds,04d,32,23,27,0,52,40,38
1998,Fresno,36.737798,-119.787125,60.88006629,8667.566031,49.24773861,60.01142166,59.8871167,61.8905514,1015.052405,,,69.42302431,5.36715774,193.5335157,24.42797297,1.010280561,2.106666667,0.3,,29.72208776,802,Clouds,scattered clouds,03d,29,40,10,0,25,43,30
1998,Los Angeles,34.054908,-118.242643,65.83985046,,55.73947489,65.99042009,63.21400685,67.96349201,1014.422146,,,72.80273973,4.055586758,168.1303653,,1.010521739,,,,35.43242009,801,Clouds,few clouds,02d,52,53,9,0,56,0,38
1998,Palm Springs,33.830296,-116.545292,69.94537305,9968.69362,44.6380852,68.63887003,66.62787333,73.9161032,1013.500285,,,45.38683221,5.853836428,189.0197061,23.94539171,0.6691235955,1.3,,,15.85602005,801,Clouds,few clouds,02d,28,52,9,0,47,21,23
1998,Riverside,33.980601,-117.375494,62.31545123,8748.604767,50.97648473,61.7744052,60.51044553,64.12704421,1014.547402,,,70.18994986,3.374679809,163.4153373,22.0144,0.8830055866,1.828571429,,,37.08990428,801,Clouds,few clouds,02d,35,54,14,0,10,50,54
1998,San Francisco,37.774929,-122.419415,57.524,,52.11752397,56.69778767,56.15410046,58.88298402,1015.765639,,,82.94280822,8.353303653,239.6073059,,0.7690228311,,,,52.00205479,803,Clouds,broken clouds,04d,43,37,13,0,46,0,33
1998,South Lake Tahoe,38.939926,-119.977187,41.75170437,9026.300867,30.74247795,38.74803212,39.61091382,44.34013798,1016.20527,,,69.56129835,5.040296313,178.084257,24.13177843,0.6398573466,,0.6875650714,,52.35353992,804,Clouds,overcast clouds,04d,39,37,12,13,31,61,65
1999,Eureka,40.802071,-124.163673,52.48906847,8604.683196,47.89679026,50.65327798,50.14243289,55.0937136,1018.527411,,,84.84258417,8.867214513,222.7410146,,0.8614172185,,,,58.0171747,801,Clouds,few clouds,02d,20,53,16,0,50,41,46
1999,Fresno,36.737798,-119.787125,62.17300205,8683.636092,47.08908591,60.96184542,61.14738062,63.19266358,1016.097876,,,62.5231217,5.396909561,201.4889512,21.33376344,0.771504065,1.9,,,28.85922173,800,Clear,sky is clear,01d,14,49,4,0,39,45,24
1999,Los Angeles,34.054908,-118.242643,66.63969178,,54.03300228,66.34624543,63.53555137,69.12250799,1015.405479,,,67.52899543,4.0250879,165.8187215,,0.5784528302,,,,32.38070776,802,Clouds,scattered clouds,03d,28,38,1,0,48,0,30
1999,Palm Springs,33.830296,-116.545292,71.74712037,9974.085931,42.05661038,70.15872904,68.28508157,75.70254877,1014.363605,,,38.28362807,5.484205362,183.1026811,24.31819629,0.5709302326,1.977777778,,,10.52298916,800,Clear,sky is clear,01d,14,26,3,0,38,24,7
1999,Riverside,33.980601,-117.375494,62.77766023,8942.459755,47.57191818,61.74660227,60.96420114,64.52126591,1015.445227,,,61.86704545,3.991175,155.6048864,21.64458781,0.5390407674,1.884615385,,,27.53761364,800,Clear,sky is clear,01d,12,48,0,0,27,72,23
1999,San Francisco,37.774929,-122.419415,56.50355137,,50.82347603,55.31908676,55.08732306,57.89780479,1017.434018,,,82.28949772,8.312539954,240.7057078,,0.8402309059,,,,49.91210046,802,Clouds,scattered clouds,03d,27,57,10,0,47,0,37
1999,South Lake Tahoe,38.939926,-119.977187,43.77904165,9298.548464,29.90793092,40.72338977,41.69702675,46.25107348,1017.733153,,,62.9988712,5.403588441,177.3441698,25.57182609,0.602826087,1.8,0.8346802326,,39.30240433,802,Clouds,scattered clouds,03d,23,33,7,9,40,36,32
2000,Eureka,40.802071,-124.163673,53.22916885,8823.20442,49.0721046,51.85771688,50.98071859,55.76003866,1017.819329,,,86.15156339,8.045183627,217.1497442,,0.7192563601,,,,59.45321205,802,Clouds,scattered clouds,03d,13,18,10,0,25,38,34
2000,Fresno,36.737798,-119.787125,63.05453219,8760.995301,48.60050322,62.02279945,62.02313458,64.06855693,1015.687071,,,64.27391902,5.326357966,196.0537055,22.98136986,1.062814208,2.865277778,,,34.41716883,721,Haze,haze,50d,23,36,8,0,31,48,43
2000,Los Angeles,34.054908,-118.242643,67.4144786,,55.72778689,67.41667577,64.46058629,69.77194672,1015.094832,,,69.50865209,3.992019581,163.6689435,,0.7245989305,,,,36.79007286,803,Clouds,broken clouds,04d,52,31,4,0,46,0,51
2000,Palm Springs,33.830296,-116.545292,72.49341408,9976.909175,43.24153872,70.9682452,69.13307404,76.43794723,1014.143182,,,39.01023541,5.389127715,189.7711816,25.38978528,0.4693362832,1.846666667,,,13.60002275,800,Clear,sky is clear,01d,34,27,3,0,36,30,9
2000,Riverside,33.980601,-117.375494,63.71506028,8780.103935,49.55803606,62.86258479,61.89302986,65.4618862,1015.166085,,,63.96033803,3.748970141,158.5257465,21.60373444,0.6513175676,1.45,,,30.08597183,501,Rain,moderate rain,10d,32,36,3,0,17,88,30
2000,San Francisco,37.774929,-122.419415,57.63235883,,52.23034722,56.83299636,56.25822177,58.9987056,1016.904258,,,83.26867031,8.091142987,232.4714253,,0.755703125,,,,53.48497268,802,Clouds,scattered clouds,03d,31,30,11,0,38,0,37
2000,South Lake Tahoe,38.939926,-119.977187,44.10412475,9426.377583,30.8034943,41.32197742,42.03963,46.54411245,1017.412698,,,64.67594456,4.968257322,170.3126537,23.85793388,0.5973993289,1.116666667,0.8318124208,2.011111111,42.16789627,802,Clouds,scattered clouds,03d,33,19,10,8,28,36,47
2001,Eureka,40.802071,-124.163673,52.55578815,9020.083333,48.31565004,50.82138112,50.31488871,55.17514439,1017.49903,,,85.91804589,8.725336149,219.2280562,,0.7809018182,,,,60.53715329,800,Clear,sky is clear,01d,14,37,14,0,42,24,33
2001,Fresno,36.737798,-119.787125,64.46092114,8898.203748,47.86877289,63.20524564,63.36570243,65.53227106,1015.116785,,,60.45906055,5.210385693,187.7147167,22.32988372,0.8661678322,2.407575758,,,33.68939884,721,Haze,haze,50d,40,49,8,0,32,36,33
2001,Los Angeles,34.054908,-118.242643,65.87294452,8483.853366,56.03441564,65.86003638,62.84754548,68.85548545,1015.077422,,,73.13267394,3.950794679,150.6419964,17.557,1.044689379,2.546666667,,,35.53763074,804,Clouds,overcast clouds,04d,20,75,7,0,41,52,37
2001,Palm Springs,33.830296,-116.545292,72.42026843,9929.559416,43.28148203,70.81250227,69.08109645,76.33929481,1013.992038,,,39.6905141,5.622653549,203.4286852,23.48007968,0.6827415144,2.047058824,,,13.23612375,803,Clouds,broken clouds,04d,25,64,4,0,29,41,14
2001,Riverside,33.980601,-117.375494,63.32354293,8502.448457,50.64236534,62.56097588,61.43719067,65.10779355,1015.068177,,,66.99560514,4.027135452,177.9974082,21.79391304,0.8072727273,2.596078431,,,30.65156637,804,Clouds,overcast clouds,04d,18,73,4,0,26,118,24
2001,San Francisco,37.774929,-122.419415,57.57744064,,51.87926598,56.57395776,56.22471233,58.92211758,1016.320548,,,82.29212329,8.224013699,236.3842466,,0.7843532338,,,,53.58093607,800,Clear,sky is clear,01d,30,48,6,0,42,0,40
2001,South Lake Tahoe,38.939926,-119.977187,44.49344802,8814.097623,28.61403182,41.17730997,42.24875175,47.08807225,1016.98398,,,59.74583378,5.440922481,133.5154284,22.52467544,0.8005925926,1.408695652,0.6588869258,1.919230769,37.89259219,800,Clear,sky is clear,01d,41,50,8,3,38,49,33
2002,Eureka,40.802071,-124.163673,52.31951598,9074.714286,48.19568037,50.72639041,50.11078995,54.78416096,1017.839269,,,86.33710046,8.404974886,215.6333333,,1.036290064,,0.2033333333,,54.14360731,800,Clear,sky is clear,01d,10,37,18,0,42,25,28
2002,Fresno,36.737798,-119.787125,63.51135621,8688.535981,47.27287804,62.28788987,62.38447085,64.62506883,1015.636696,,,60.78511508,5.210829211,199.6556249,22.52150685,0.8701363636,2.101886792,0.34,,32.15895892,804,Clouds,overcast clouds,04d,24,37,6,1,26,48,25
2002,Los Angeles,34.054908,-118.242643,65.19466274,9046.083994,52.43296062,64.72010638,62.24967519,68.5891048,1015.314962,,,66.92700317,3.135961974,84.58567225,18.05394737,1.08649635,1.919230769,,,30.68413309,803,Clouds,broken clouds,04d,11,36,5,0,16,65,23
2002,Palm Springs,33.830296,-116.545292,72.35623916,9960.794012,39.86267115,70.41243496,69.0035178,76.23069147,1014.087974,,,34.15392515,5.458277042,181.7935874,24.10609428,0.3626627219,1.75,,,10.96805112,802,Clouds,scattered clouds,03d,29,34,1,0,31,29,7
2002,Riverside,33.980601,-117.375494,62.98674656,8776.681316,48.1193559,61.99690446,61.154929,64.72549245,1015.232762,,,62.42519596,4.018322163,159.0210156,21.37030822,0.6173809524,1.7,,,26.2550267,721,Haze,haze,50d,17,40,2,0,26,95,15
2002,San Francisco,37.774929,-122.419415,57.22378881,,51.63171461,56.32971461,55.82059361,58.60106393,1016.900457,,,82.70353881,7.785110731,236.4863014,,0.829040404,,,,51.24121005,804,Clouds,overcast clouds,04d,30,39,6,0,34,0,40
2002,South Lake Tahoe,38.939926,-119.977187,44.04866405,9120.715891,27.70404925,40.79399695,41.78999455,46.6531045,1017.486978,,,58.48338237,5.22518688,128.2767789,23.67972084,0.6943958333,1.407407407,0.693263965,1.493548387,33.79742835,800,Clear,sky is clear,01d,45,36,9,4,43,36,28
2003,Eureka,40.802071,-124.163673,53.96427169,9207.022677,49.61569406,52.7053516,51.91132991,56.27529338,1017.171119,,,85.74828767,8.205925799,212.0534247,,0.7701440922,,,,57.30194064,500,Rain,light rain,10d,39,15,11,0,30,18,37
2003,Fresno,36.737798,-119.787125,64.61112276,8969.548346,48.54484439,63.57655068,63.53442619,65.67541604,1015.141668,,,61.06008213,5.163026799,197.4968662,22.7714,0.8021131448,2.221621622,,,36.90155608,802,Clouds,scattered clouds,03d,42,24,5,0,22,34,41
2003,Los Angeles,34.054908,-118.242643,66.27688871,9077.244953,54.17572972,66.10998762,63.38557669,69.52869585,1014.626983,,,68.61584337,2.880264431,75.72983009,19.17747253,1.23309795,4.917142857,,,28.75447283,804,Clouds,overcast clouds,04d,25,29,4,0,18,69,29
2003,Palm Springs,33.830296,-116.545292,73.10261631,9956.583793,45.28641906,71.9993846,69.71044022,77.01876578,1013.820271,,,41.42725515,5.38650893,178.9593903,23.26696,0.7696057348,1.495,,,14.58821522,803,Clouds,broken clouds,04d,35,28,12,0,32,31,11
2003,Riverside,33.980601,-117.375494,64.0782165,8786.29115,49.99500056,63.33299921,62.25529292,65.83795236,1014.666215,,,64.09188396,3.751999097,146.57546,22.64713514,0.9220884956,3.175757576,,,28.28411785,803,Clouds,broken clouds,04d,21,32,7,0,26,94,23
2003,San Francisco,37.774929,-122.419415,58.19162557,,52.61405479,57.43131164,56.78300685,59.57863356,1016.475799,,,82.78219178,7.946770548,234.4651826,,0.6832650273,,,,49.2489726,802,Clouds,scattered clouds,03d,42,20,6,0,27,0,43
2003,South Lake Tahoe,38.939926,-119.977187,44.12527526,9158.487519,29.77163987,41.01021616,41.93151102,46.69338303,1017.135875,,,62.68437866,5.12095517,125.855074,23.14252157,0.6250086655,2.323333333,0.5683500456,1.328947368,34.3943137,804,Clouds,overcast clouds,04d,53,20,9,3,34,40,28
2004,Eureka,40.802071,-124.163673,54.31958675,8980.559876,50.32336293,53.11365551,52.1183174,56.79776981,1017.552709,,,86.76354736,8.21255806,217.5724044,,0.8450965825,,,,54.52367942,501,Rain,moderate rain,10d,60,17,17,0,34,20,23
2004,Fresno,36.737798,-119.787125,64.11159166,8879.279774,46.43760449,62.76048637,62.99870551,65.195721,1015.119294,,,58.95628006,5.52322822,188.6786745,21.70083333,0.9699099099,2.276785714,,,34.19743453,804,Clouds,overcast clouds,04d,27,40,7,0,45,43,40
2004,Los Angeles,34.054908,-118.242643,65.9258132,9116.475713,53.10789821,65.47520022,63.17170246,69.07763758,1014.768904,,,66.84295302,2.846548098,67.67035794,18.11772727,1.628498943,3.0625,,,29.42404922,800,Clear,sky is clear,01d,26,50,9,0,7,63,21
2004,Palm Springs,33.830296,-116.545292,72.10575243,9931.30944,43.64537678,70.51927133,68.8431885,76.09233084,1013.893528,,,40.68477031,5.424935506,172.9732971,23.3991746,0.6952293578,2.66,,,12.46481104,800,Clear,sky is clear,01d,21,51,5,0,35,40,18
2004,Riverside,33.980601,-117.375494,63.79361333,9165.138232,48.8658901,62.79663439,61.88888413,65.61277559,1014.806779,,,62.78628533,4.252210337,148.0218444,22.63040201,1.035152488,3.411363636,,,23.81319671,804,Clouds,overcast clouds,04d,28,53,8,0,34,57,19
2004,San Francisco,37.774929,-122.419415,58.40283925,,52.57789048,57.6709597,56.99650956,59.77979394,1016.435223,,,82.19216758,8.116705373,233.5743397,,0.8242946708,,,,49.29007286,804,Clouds,overcast clouds,04d,45,27,7,0,37,0,32
2004,South Lake Tahoe,38.939926,-119.977187,42.97685209,8986.656605,28.89567599,39.73294766,40.67906866,45.72691778,1017.028926,,,63.13827082,5.507022674,122.0429116,23.60984935,0.6116306483,2.097435897,0.8606122449,2.924675325,30.81171858,600,Snow,light snow,13d,31,42,6,10,51,39,23
2005,Eureka,40.802071,-124.163673,54.19015068,8554.344123,50.07829452,53.06676712,51.98478995,56.65021005,1016.660731,,,86.36974886,7.906480594,208.1939498,23.61986486,0.9200847458,,,,59.51518265,501,Rain,moderate rain,10d,22,23,20,0,45,43,37
2005,Fresno,36.737798,-119.787125,65.03643091,9126.985329,47.97600677,63.84342583,63.92871517,66.11888212,1014.592104,,,59.23767625,5.630301184,191.6813311,21.62067164,0.7740399002,1.776923077,,,36.18962211,802,Clouds,scattered clouds,03d,37,20,3,0,44,36,49
2005,Los Angeles,34.054908,-118.242643,65.85183421,9015.761311,52.87638324,65.36519825,63.04973604,69.05390093,1014.545097,,,66.81781422,2.838538695,69.4241267,18.20978723,1.089862595,4.683333333,,,29.81051331,802,Clouds,scattered clouds,03d,13,17,10,0,20,81,29
2005,Palm Springs,33.830296,-116.545292,72.07251922,9852.534536,43.5237664,70.57832429,68.77938263,76.06395183,1013.705902,,,41.78165988,5.268816147,172.8277929,23.99355685,0.7826722338,2.591891892,,,15.94289914,500,Rain,light rain,10d,24,23,8,0,32,42,24
2005,Riverside,33.980601,-117.375494,64.02817266,9150.208116,48.82145395,63.10052161,62.19483933,65.79170853,1014.586445,,,62.61688165,4.160431093,148.3365015,22.52482759,0.9751413882,3.28,,,27.97103417,800,Clear,sky is clear,01d,17,17,10,0,39,59,19
2005,San Francisco,37.774929,-122.419415,58.03798973,,52.60287215,57.28248174,56.72375571,59.34018721,1016.00468,,,83.0109589,8.090414384,228.2721461,,0.7278224101,,,,53.03299087,500,Rain,light rain,10d,12,30,5,0,34,0,44
2005,South Lake Tahoe,38.939926,-119.977187,43.49923118,8958.513741,30.5333265,40.32200669,41.29273884,46.02380203,1016.588743,,,65.05984473,5.402866077,113.2320466,23.89658979,0.792708559,2.064705882,0.7676293103,2.72295082,34.6640069,800,Clear,sky is clear,01d,45,23,9,7,57,53,37
2006,Eureka,40.802071,-124.163673,53.44709475,8780.756014,48.67624429,51.92190068,51.09303881,56.0846347,1017.049087,,,84.37648402,8.838563927,217.8503425,23.26365591,0.8742605233,,,,55.72899543,501,Rain,moderate rain,10d,28,33,18,0,44,28,38
2006,Fresno,36.737798,-119.787125,64.90273386,9351.041212,46.62571801,63.59811099,63.7220872,66.03903624,1015.010532,,,57.29026048,5.291457531,190.2141563,21.38059406,0.8972398844,2.654411765,,,35.78142695,802,Clouds,scattered clouds,03d,40,36,6,0,29,26,35
2006,Los Angeles,34.054908,-118.242643,66.75928596,9312.550755,50.72303752,66.16629378,64.01846764,69.87088745,1014.794401,,,60.20412558,2.156269976,58.88699989,19.39545455,0.7748809524,3.637037037,,,26.01269409,500,Rain,light rain,10d,44,37,3,0,4,47,27
2006,Palm Springs,33.830296,-116.545292,72.74641863,9987.834776,38.65630107,70.81251198,69.46661607,76.76677585,1013.932321,,,33.90835426,5.414933805,187.0656243,24.43318841,0.4787280702,0.85,,,16.50696188,803,Clouds,broken clouds,04d,44,39,2,0,35,16,18
2006,Riverside,33.980601,-117.375494,64.52036697,9444.175239,46.04297089,63.35631668,62.66361083,66.27503341,1014.830898,,,56.65885151,4.45928984,152.8306717,22.66673866,0.6225975976,1.96,,,24.58964775,701,Mist,mist,50d,49,41,2,0,47,42,19
2006,San Francisco,37.774929,-122.419415,57.44584018,,51.51315411,56.56167922,56.08725685,58.77917694,1016.425457,,,81.568379,7.723350457,230.8657534,,0.7656790123,,,,51.275,801,Clouds,few clouds,02d,28,42,9,0,23,0,37
2006,South Lake Tahoe,38.939926,-119.977187,43.45829951,9054.158687,28.91404775,39.93960716,41.25153554,46.00896039,1017.014759,,,61.7930548,5.590795442,117.855236,23.44029096,0.5846101231,1.793023256,0.7216208791,2.1953125,29.84525231,601,Snow,snow,13d,41,44,9,12,56,46,22
2007,Eureka,40.802071,-124.163673,53.01245548,8930.762489,48.93099429,51.44507306,50.88564384,55.34767808,1018.755822,,,86.37568493,8.205165525,226.4531963,23.24425532,0.7686152748,,,,56.08413242,800,Clear,sky is clear,01d,46,47,8,0,30,26,22
2007,Fresno,36.737798,-119.787125,66.35543182,9184.52799,43.94059205,64.71635568,65.05157159,67.49902955,1015.18125,,,50.42602273,5.357819318,208.4121591,22.77188776,0.7578891821,2.756521739,,,28.93636364,721,Haze,haze,50d,55,45,1,0,34,25,22
2007,Los Angeles,34.054908,-118.242643,66.36201113,9392.783771,49.44774358,65.59212923,63.34222916,70.04755508,1014.877583,,,58.55484897,2.277977515,71.6576198,20.41166667,0.5420588235,1.553846154,,,24.8678174,800,Clear,sky is clear,01d,26,41,0,0,8,42,16
2007,Palm Springs,33.830296,-116.545292,73.01531008,9968.159796,37.99046854,70.99569539,69.71407889,77.07457364,1013.814751,,,32.42384861,5.296109211,180.3962608,25.30610959,0.6505,3.628571429,,,14.5371637,803,Clouds,broken clouds,04d,39,46,4,0,35,18,7
2007,Riverside,33.980601,-117.375494,64.54565019,9416.404577,45.03601002,63.32009907,62.75683443,66.27882145,1014.793897,,,54.18196311,4.099248463,168.4473924,22.36252199,0.431403118,0.95,,,24.639376,800,Clear,sky is clear,01d,29,46,0,0,37,20,17
2007,San Francisco,37.774929,-122.419415,57.28930251,,51.20610959,56.28249886,55.90556849,58.65427626,1017.230822,,,81.21221461,8.362061644,246.1214612,,0.6230462185,,,,46.73812785,803,Clouds,broken clouds,04d,33,46,2,0,38,0,29
2007,South Lake Tahoe,38.939926,-119.977187,43.82951047,9327.14016,27.87594157,40.71207497,41.61813561,46.4577817,1017.550827,,,58.7707828,5.045148842,112.1009923,23.24997845,0.5744247788,2.076923077,0.6992969871,2.715151515,24.82337376,803,Clouds,broken clouds,04d,45,44,5,3,35,27,15
2008,Eureka,40.802071,-124.163673,51.58127277,8613.107822,47.41207195,49.70549294,49.52819672,53.96069672,1018.356557,,,86.09574226,8.306557377,220.5607923,,0.7527864407,,0.13,,55.63513206,800,Clear,sky is clear,01d,17,65,10,0,40,39,26
2008,Fresno,36.737798,-119.787125,65.00175153,9148.562061,44.02312062,63.43559516,63.82890247,66.1802874,1014.874406,,,52.10432224,5.264858565,195.6933695,24.35911111,0.7649411765,1.713888889,,,29.8173795,800,Clear,sky is clear,01d,29,40,3,0,40,39,28
2008,Los Angeles,34.054908,-118.242643,66.82690096,9486.551403,49.72005999,66.01724052,63.95113865,70.31111262,1014.418789,,,58.54035088,2.185198642,63.20611205,19.55590909,0.8508767773,2.125,,,24.67028862,800,Clear,sky is clear,01d,22,49,4,0,7,33,26
2008,Palm Springs,33.830296,-116.545292,72.78869225,9971.519522,38.8359496,70.90001476,69.62291747,76.83985696,1013.722329,,,34.75888296,5.023941424,180.2232944,24.80930586,0.7734110787,3.65,,,16.47837439,800,Clear,sky is clear,01d,33,47,5,0,33,12,19
2008,Riverside,33.980601,-117.375494,65.05785917,9575.639281,46.80479986,63.89611294,63.2846706,66.79440526,1014.471369,,,57.00294818,3.554350833,152.0895793,21.46454545,0.8233333333,2.59375,,,24.8310466,800,Clear,sky is clear,01d,35,50,3,0,6,13,27
2008,San Francisco,37.774929,-122.419415,57.26621357,,50.66966758,56.08954918,55.89015483,58.64399818,1016.663365,,,80.01104281,8.413128415,245.9977231,,0.7406219313,,,,44.88695355,801,Clouds,few clouds,02d,40,52,4,0,41,0,24
