month,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,high_temp_days,low_temp_days,heavy_rain_days,snow_days,high_wind_days,low_visibility_days,cloudy_days
1983-07,Riverside,33.980601,-117.375494,76.90819892,,58.91305108,76.7344086,75.46721774,78.21739247,1012.139785,,,57.5188172,3.030107527,205.686828,,,,,,7.290322581,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1983-07,San Francisco,37.774929,-122.419415,65.48182796,,58.85958333,65.60608871,64.05583333,66.9030914,1014.341398,,,80.34005376,9.930147849,273.6841398,,0.12,,,,26.17473118,804,Clouds,overcast clouds,04d,1,0,0,0,0,0,0
1983-07,South Lake Tahoe,38.939926,-119.977187,59.49642473,,39.05787634,57.85938172,58.17494624,60.73717742,1014.888441,,,51.34811828,4.842204301,208.7352151,,0.2042857143,,,,13.61962366,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1983-08,Eureka,40.802071,-124.163673,61.73169355,,58.82013441,61.85314516,59.35482527,64.55669355,1016.123656,,,90.38978495,8.262110215,278.4543011,,0.9593023256,,,,47.72043011,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1983-08,Fresno,36.737798,-119.787125,82.48512097,,59.44619624,82.91525538,81.69936828,83.25143817,1012.026882,,,47.3938172,4.089784946,246.3172043,,0.255,,,,21.61962366,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1983-08,Los Angeles,34.054908,-118.242643,82.09822581,,66.40276882,84.24794355,78.99221774,84.59071237,1012.876344,,,62.03091398,3.767177419,181.608871,,0.2905714286,,,,24.56317204,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1983-08,Palm Springs,33.830296,-116.545292,86.06826613,,66.1865457,88.55061828,83.16813172,89.99860215,1013.474462,,,55.125,3.224892473,207.3467742,,0.9403846154,,,,33.28494624,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1983-08,Riverside,33.980601,-117.375494,78.71017473,,64.11678763,79.74072581,77.25116935,80.0975,1013.436828,,,64.02688172,2.471989247,179.9301075,,0.7010126582,,,,29.42607527,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1983-08,San Francisco,37.774929,-122.419415,66.53038978,,61.16663978,66.92001344,65.27556452,67.78260753,1014.758065,,,83.5188172,8.057271505,258.2002688,,0.4407142857,,,,39.75806452,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1983-08,South Lake Tahoe,38.939926,-119.977187,60.01102151,,46.12303763,58.90357527,58.18387097,61.86805108,1017.318548,,,64.54435484,3.292043011,201.6841398,,0.6646405229,,,,38.3077957,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1983-09,Eureka,40.802071,-124.163673,60.35777778,,56.46065278,60.20373611,57.86155556,63.09733333,1014.176389,,,87.45,8.667291667,252.7027778,,0.4647619048,,,,31.40416667,801,Clouds,few clouds,02d,1,0,0,0,0,0,0
1983-09,Fresno,36.737798,-119.787125,78.40091667,,56.62191667,78.08543056,77.53383333,79.22248611,1010.059722,,,49.45694444,4.432638889,261.8555556,,0.5569230769,,,,18.83888889,802,Clouds,scattered clouds,03d,0,0,0,0,0,0,0
1983-09,Los Angeles,34.054908,-118.242643,80.59473611,,66.91015278,83.02026389,77.20876389,83.13977778,1010.740278,,,65.66944444,3.746527778,186.4763889,,0.4410344828,,,,22.85,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1983-09,Palm Springs,33.830296,-116.545292,84.65125,,61.16065278,85.32308333,82.15320833,88.36844444,1010.683333,,,48.80972222,3.593861111,228.5277778,,0.6078571429,,,,22.33888889,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1983-09,Riverside,33.980601,-117.375494,77.25088889,,62.24991667,77.83616667,75.886875,78.591375,1011.1625,,,62.8875,2.62525,189.5861111,,0.5636842105,,,,21.50277778,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1983-09,San Francisco,37.774929,-122.419415,67.12572222,,60.97775,67.58423611,65.89675,68.3455,1012.030556,,,82.2,6.699875,241.6458333,,0.50625,,,,42.35555556,804,Clouds,overcast clouds,04d,1,0,0,0,0,0,0
1983-09,South Lake Tahoe,38.939926,-119.977187,55.24581944,,42.021625,53.940625,53.48629167,56.9175,1014.827778,,,65.84305556,3.898125,192.8694444,,0.6176271186,,,,28.80972222,500,Rain,light rain,10d,0,0,0,0,0,0,0
1983-10,Eureka,40.802071,-124.163673,57.29067204,,54.27495968,56.94291667,55.56694892,59.3331586,1016.96371,,,89.84811828,6.109623656,202.8965054,,0.3397368421,,,,59.43145161,500,Rain,light rain,10d,0,0,0,0,0,0,0
1983-10,Fresno,36.737798,-119.787125,68.15822581,,54.19766129,67.60454301,67.16219086,69.13224462,1014.504032,,,62.67741935,3.856330645,236.1962366,,0.7413043478,,,,27.10215054,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1983-10,Los Angeles,34.054908,-118.242643,71.42946237,,61.66732527,71.78321237,69.02267473,73.34801075,1013.794355,,,74.08602151,3.422311828,159.1048387,,1.032653061,,,,40.47983871,500,Rain,light rain,10d,0,0,0,0,0,0,0
1983-10,Palm Springs,33.830296,-116.545292,73.78498656,,53.58745968,73.10641129,71.05884409,77.76545699,1013.930108,,,52.90591398,3.636532258,207.4637097,,0.6431372549,,,,31.75134409,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1983-10,Riverside,33.980601,-117.375494,67.52922043,,56.82323925,67.28758065,65.87616935,69.18336022,1014.174731,,,71.65591398,2.733051075,148.2379032,,0.6856043956,,,,43.93010753,500,Rain,light rain,10d,0,0,0,0,0,0,0
1983-10,San Francisco,37.774929,-122.419415,63.39267473,,57.88897849,63.34045699,62.05908602,64.72125,1015.603495,,,83.18145161,6.877634409,238.3790323,,0.3568965517,,,,42.57795699,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1983-10,South Lake Tahoe,38.939926,-119.977187,46.19450269,,38.2524328,44.93956989,44.04579301,48.26840054,1017.204301,,,76.23521505,2.818454301,190.844086,,0.5493636364,,,,48.50268817,501,Rain,moderate rain,10d,0,0,0,0,0,0,0
1983-11,Eureka,40.802071,-124.163673,53.529125,,47.79394444,51.90068056,52.25101389,55.00668056,1014.211111,,,81.10972222,12.47243056,198.3791667,,1.025828402,,,,76.6,804,Clouds,overcast clouds,04d,0,0,0,0,1,0,1
1983-11,Fresno,36.737798,-119.787125,54.94672222,,45.58561111,53.78645833,53.98168056,55.92993056,1016.380556,,,72.23055556,4.681722222,210.7569444,,1.033445378,,,,60.21388889,803,Clouds,broken clouds,04d,0,0,0,0,0,0,1
1983-11,Los Angeles,34.054908,-118.242643,61.37148611,,52.59727778,60.735375,59.45540278,62.88236111,1015.284722,,,74.39861111,4.105513889,167.2680556,,0.9778688525,,,,44.81944444,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1983-11,Palm Springs,33.830296,-116.545292,61.80794444,,44.59783333,60.47015278,59.118625,66.011,1014.4375,,,56.98611111,4.431652778,231.4097222,,0.5542307692,,,,39.66388889,801,Clouds,few clouds,02d,0,0,0,0,0,0,0
1983-11,Riverside,33.980601,-117.375494,57.38769444,,48.30293056,56.5875,55.67744444,59.185875,1015.444444,,,73.69722222,2.887527778,171.5930556,,0.6755752212,,,,49.43055556,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1983-11,San Francisco,37.774929,-122.419415,55.45093056,,49.61165278,54.29084722,54.04959722,56.81509722,1015.923611,,,81.23611111,9.910833333,233.75,,1.018955224,,,,65.94166667,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1983-11,South Lake Tahoe,38.939926,-119.977187,32.66194444,,27.52894444,28.28018056,30.45655556,34.83413889,1015.543056,,,81.17083333,5.4775,205.2805556,,1.036037736,,1.211641791,,74.16111111,500,Rain,light rain,10d,0,0,0,1,0,0,1
1983-12,Eureka,40.802071,-124.163673,50.01524194,,45.13626344,47.68276882,48.8009543,51.29370968,1016.401882,,,83.46505376,10.01041667,191.4569892,,0.994116095,,,,85.27688172,500,Rain,light rain,10d,0,0,0,0,0,0,1
1983-12,Fresno,36.737798,-119.787125,50.55670699,,44.80919355,49.35268817,49.64174731,51.54932796,1018.629032,,,81.14650538,4.285362903,221.688172,,0.8782644628,,,,69.52553763,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,1
1983-12,Los Angeles,34.054908,-118.242643,57.31266129,,50.06926075,56.42237903,55.29522849,58.89638441,1017.075269,,,77.83198925,3.727822581,147.1370968,,1.562985075,,,,57.4233871,804,Clouds,overcast clouds,04d,0,0,1,0,0,0,1
1983-12,Palm Springs,33.830296,-116.545292,57.63901882,,42.73870968,56.15334677,54.70205645,62.31638441,1016.168011,,,61.1922043,4.52061828,233.9650538,,0.9,,,,53.11021505,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,1
1983-12,Riverside,33.980601,-117.375494,53.56198925,,46.43111559,52.68369624,51.83534946,55.35672043,1017.206989,,,78.12768817,2.850887097,149.8104839,,0.952,,,,62.76075269,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,1
1983-12,San Francisco,37.774929,-122.419415,52.82790323,,48.20966398,51.34844086,51.63560484,54.05262097,1017.764785,,,84.60080645,10.7731586,226.5174731,,0.8134862385,,,,79.7594086,500,Rain,light rain,10d,0,0,0,0,1,0,1
1983-12,South Lake Tahoe,38.939926,-119.977187,30.45401882,,26.69965054,25.39764785,28.35987903,32.51697581,1016.852151,,,84.94758065,5.624852151,218.5873656,,0.5784090909,,0.7750680272,,82.69758065,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,1
1984-01,Eureka,40.802071,-124.163673,49.67802685,7555.223881,45.38520805,47.76641611,47.95904698,51.58115436,1023.281879,,,85.43087248,6.887060403,160.9409396,,0.3887356322,,,,55.23221477,711,Smoke,smoke,50d,0,0,0,0,0,1,0
1984-01,Fresno,36.737798,-119.787125,47.247575,4715.98513,42.1930375,45.9763125,46.149375,48.3688875,1021.50375,,,83.28625,3.07445,178.28375,,0.5352380952,,,,56.145,804,Clouds,overcast clouds,04d,0,1,0,0,0,1,0
1984-01,Los Angeles,34.054908,-118.242643,58.2193414,,45.69028226,56.98740591,56.01483871,60.06639785,1018.415323,,,66.8655914,4.117540323,111.0564516,,0.3828571429,,,,31.38172043,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1984-01,Palm Springs,33.830296,-116.545292,57.53176075,10000.0,36.86083333,55.51778226,54.29994624,62.32201613,1018.74328,,,49.55241935,4.194959677,208.1814516,32.21,0.936875,,,,29.9811828,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1984-01,Riverside,33.980601,-117.375494,53.38012081,6400.0,40.27339597,51.95132886,51.6875302,55.03095302,1018.609396,,,64.37181208,3.41547651,112.8214765,,0.6447058824,,,,34.04295302,804,Clouds,overcast clouds,04d,0,0,0,0,0,1,0
1984-01,San Francisco,37.774929,-122.419415,49.77728495,,45.26717742,47.91920699,48.12431452,51.42989247,1021.754032,,,85.33870968,5.704139785,177.0833333,,0.535625,,,,53.27284946,800,Clear,sky is clear,01d,0,1,0,0,0,0,0
1984-01,South Lake Tahoe,38.939926,-119.977187,26.75770161,9241.975309,21.98892473,23.58771505,23.99775538,30.05723118,1023.981183,,,81.15456989,3.506182796,129.563172,,,,0.4252272727,,56.0094086,804,Clouds,overcast clouds,04d,0,1,0,0,0,0,0
1984-02,Eureka,40.802071,-124.163673,49.79037356,9227.272727,44.85429598,47.20390805,48.23606322,51.45627874,1019.522989,,,83.375,9.525732759,184.9583333,,0.7900701754,,,,69.18103448,802,Clouds,scattered clouds,03d,0,0,0,0,0,0,0
1984-02,Fresno,36.737798,-119.787125,50.87022409,8581.751825,42.72457983,49.22677871,49.66718487,52.12163866,1019.728291,,,75.07843137,4.715784314,205.4089636,22.996,0.7018571429,,,,48.25490196,721,Haze,haze,50d,0,0,0,0,0,0,0
1984-02,Los Angeles,34.054908,-118.242643,59.70466954,,42.4562069,58.21586207,57.2758046,61.67159483,1017.287356,,,57.33045977,4.215560345,143.0948276,,0.2715384615,,,,46.54885057,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1984-02,Palm Springs,33.830296,-116.545292,58.95617816,10000.0,29.18123563,56.63028736,56.05985632,63.37968391,1016.744253,,,35.74137931,4.250818966,211.2859195,33.945,0.13,,,,39.93103448,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-02,Riverside,33.980601,-117.375494,54.39992816,,36.72849138,52.88692529,52.79579023,55.99408046,1017.274425,,,55.04741379,3.044425287,138.1896552,,0.2476190476,,,,46.70114943,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1984-02,San Francisco,37.774929,-122.419415,51.66556034,,46.27018678,49.75431034,50.22145115,53.07836207,1020.429598,,,82.39511494,7.941479885,237.5114943,,0.5514130435,,,,66.92097701,802,Clouds,scattered clouds,03d,0,0,0,0,0,0,1
1984-02,South Lake Tahoe,38.939926,-119.977187,28.207851,8631.313131,21.76916905,24.36584527,25.78578797,30.83939828,1020.657593,,,76.01002865,4.548739255,161.739255,28.08235294,0.4915789474,,0.945,,60.82664756,800,Clear,sky is clear,01d,0,1,0,0,0,0,0
1984-03,Eureka,40.802071,-124.163673,51.77467914,8840.0,46.9152139,49.9184492,50.05954545,53.51518717,1019.233957,,,83.84625668,9.694131016,212.3877005,,0.828627451,,,,68.42245989,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1984-03,Fresno,36.737798,-119.787125,58.91057718,9910.703364,46.50361074,57.63234899,57.44684564,60.39112752,1016.715436,,,65.93959732,5.920845638,235.9597315,25.84727273,0.5526190476,,,,36.91006711,802,Clouds,scattered clouds,03d,0,0,0,0,0,0,0
1984-03,Los Angeles,34.054908,-118.242643,64.04294355,,48.87049731,63.04873656,61.39548387,66.25165323,1014.760753,,,61.72311828,4.214287634,145.4583333,,0.5191666667,,,,37.76478495,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-03,Palm Springs,33.830296,-116.545292,65.25379866,9909.803922,38.20865772,63.51004027,62.3437047,69.40488591,1013.8,,,41.84832215,5.505959732,215.7825503,36.43777778,0.26,,,,28.68724832,801,Clouds,few clouds,02d,0,0,0,0,0,0,0
1984-03,Riverside,33.980601,-117.375494,59.68836022,,43.62692204,58.38174731,58.01590054,61.33090054,1014.787634,,,59.92069892,3.403897849,153.0846774,,0.7713333333,,,,39.15860215,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-03,San Francisco,37.774929,-122.419415,56.22903226,,49.62333333,55.03584677,54.87021505,57.63200269,1018.270161,,,79.5094086,9.794005376,263.7956989,,0.6632758621,,,,54.46505376,500,Rain,light rain,10d,0,0,0,0,0,0,0
1984-03,South Lake Tahoe,38.939926,-119.977187,34.70684,9258.333333,26.05725333,31.09509333,32.73024,36.80130667,1018.065333,,,70.84133333,5.126413333,172.648,31.4552381,0.7714285714,,0.7314492754,,56.95333333,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1984-04,Eureka,40.802071,-124.163673,50.03869626,9777.777778,44.31722607,47.1195423,48.32772538,51.79558946,1019.303745,,,80.94590846,11.63488211,262.7323162,,0.6740677966,,,,58.31345354,500,Rain,light rain,10d,0,0,0,0,1,0,0
1984-04,Fresno,36.737798,-119.787125,60.92009722,9993.710692,41.67863889,59.13493056,59.42559722,62.41116667,1014.901389,,,52.43055556,7.315,254.2069444,28.69962963,0.4310714286,,,,32.37916667,520,Rain,light intensity shower rain,09d,0,0,0,0,0,0,0
1984-04,Los Angeles,34.054908,-118.242643,65.11791667,,48.2815,63.93827778,62.74855556,67.18426389,1012.990278,,,58.28055556,5.354430556,176.0930556,,0.7121052632,,,,28.78611111,801,Clouds,few clouds,02d,0,0,0,0,1,0,0
1984-04,Palm Springs,33.830296,-116.545292,66.64705556,10000.0,42.22758333,64.89570833,63.99383333,70.25881944,1011.666667,,,46.64583333,5.999958333,230.425,31.00846154,0.2925806452,,,,29.61666667,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1984-04,Riverside,33.980601,-117.375494,60.93705556,,45.37108333,59.63001389,59.34133333,62.67204167,1013.016667,,,60.95,3.808125,176.8166667,,0.4255932203,,,,36.63888889,802,Clouds,scattered clouds,03d,0,0,0,0,0,0,0
1984-04,San Francisco,37.774929,-122.419415,55.72397222,,47.60638889,53.91868056,54.42252778,57.108,1017.220833,,,74.95972222,11.93902778,282.9555556,,0.5005405405,,,,35.94722222,803,Clouds,broken clouds,04d,0,0,0,0,1,0,0
1984-04,South Lake Tahoe,38.939926,-119.977187,35.36681633,9214.184397,24.23231293,31.79666667,33.74917007,37.25537415,1015.805442,,,65.2829932,5.22247619,190.2408163,34.15,0.4767241379,,0.3686792453,,51.27346939,620,Snow,light shower snow,13d,0,0,0,0,0,0,0
1984-05,Eureka,40.802071,-124.163673,54.18646586,8901.886792,49.61627845,53.00850067,51.8161178,56.53526104,1019.42838,,,84.82329317,10.00910308,257.5167336,,0.6077876106,,,,60.291834,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1984-05,Fresno,36.737798,-119.787125,73.89225806,10000.0,48.24143817,72.73045699,72.4694086,75.26956989,1013.114247,,,43.04973118,7.724731183,276.7916667,22.99,0.145,,,,21.18817204,804,Clouds,overcast clouds,04d,0,0,0,0,1,0,0
1984-05,Los Angeles,34.054908,-118.242643,75.09326613,,58.81723118,75.30875,71.14870968,78.24186828,1011.927419,,,60.32930108,4.272580645,174.3198925,,0.195,,,,15.40591398,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-05,Palm Springs,33.830296,-116.545292,82.14825269,10000.0,50.8606586,80.68955645,79.49157258,85.52600806,1010.576613,,,37.98521505,5.561827957,224.1438172,19.90666667,0.2975,,,,13.4905914,801,Clouds,few clouds,02d,0,0,0,0,0,0,0
1984-05,Riverside,33.980601,-117.375494,71.66958333,,54.33158602,71.0597043,70.24895161,72.98305108,1011.920699,,,58.41532258,3.345389785,202.375,,0.156,,,,14.48521505,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-05,San Francisco,37.774929,-122.419415,62.19251344,,53.65485215,61.60893817,60.59272849,63.75961022,1016.212366,,,74.80913978,11.44206989,281.8064516,,0.4785,,,,37.89112903,804,Clouds,overcast clouds,04d,0,0,0,0,1,0,0
1984-05,South Lake Tahoe,38.939926,-119.977187,49.50986631,9842.696629,34.05086898,47.19200535,47.97962567,51.16959893,1016.469251,,,59.20053476,5.226203209,196.2299465,24.204,0.3381632653,,0.3714285714,,43.55213904,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1984-06,Eureka,40.802071,-124.163673,54.19181944,8018.367347,50.97663889,53.27926389,51.40206944,56.98155556,1017.261111,,,89.05833333,10.58044444,303.3208333,,0.452345679,,,,43.83333333,800,Clear,sky is clear,01d,0,0,0,0,1,0,0
1984-06,Fresno,36.737798,-119.787125,76.49734722,9914.035088,51.00836111,75.497125,75.38826389,77.624625,1010.413889,,,43.23888889,6.642861111,280.9013889,21.208,0.52625,,,,17.26527778,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-06,Los Angeles,34.054908,-118.242643,74.522875,,62.64497222,75.33629167,71.01072222,77.2185,1011.494444,,,68.57222222,4.643486111,186.3569444,,0.15,,,,25.02777778,800,Clear,sky is clear,01d,0,0,0,0,1,0,0
1984-06,Palm Springs,33.830296,-116.545292,82.75295736,9924.786325,55.46033012,81.95211829,80.30115543,85.5762586,1009.462173,,,43.06327373,6.071375516,233.1513067,32.55470588,0.11,,,,23.90921596,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-06,Riverside,33.980601,-117.375494,71.73615278,,57.91881944,71.5895,70.25234722,73.08372222,1011.345833,,,64.40555556,3.498375,219.2388889,,0.1516666667,,,,24.02638889,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-06,San Francisco,37.774929,-122.419415,61.84336111,,55.21816667,61.47963889,60.3575,63.264125,1013.405556,,,79.87638889,10.51811111,267.0652778,,0.3416666667,,,,31.86944444,800,Clear,sky is clear,01d,0,0,0,0,1,0,0
1984-06,South Lake Tahoe,38.939926,-119.977187,53.93944521,9984.375,38.00557559,52.17808599,52.40746186,55.58341193,1013.919556,,,59.26768377,4.849292649,184.8779473,29.4715,0.475,,0.2625,,29.02080444,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-07,Eureka,40.802071,-124.163673,57.23001344,8857.142857,52.98801075,56.67950269,53.67666667,61.11424731,1014.767473,,,86.11290323,8.306666667,278.0967742,,0.27,,,,22.19489247,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-07,Fresno,36.737798,-119.787125,85.50634409,9989.237668,57.58116935,85.74670699,84.56879032,86.47810484,1009.107527,,,40.4233871,5.182446237,261.9005376,18.34,0.252,,,,13.75672043,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1984-07,Los Angeles,34.054908,-118.242643,83.84364247,,67.5049328,86.62264785,79.90310484,86.50551075,1010.948925,,,60.22446237,4.379045699,197.6639785,,0.21,,,,19.84139785,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1984-07,Palm Springs,33.830296,-116.545292,88.89596282,9794.117647,67.37386454,92.41393094,86.28888446,92.25196547,1011.15405,,,51.937583,4.253227092,192.8539177,27.21333333,0.9983333333,,,,42.03452855,803,Clouds,broken clouds,04d,0,0,1,0,0,0,1
1984-07,Riverside,33.980601,-117.375494,80.74837584,8000.0,63.1133557,81.67488591,79.39375839,82.06936913,1011.214765,,,57.23355705,2.779825503,213.885906,,0.4331578947,,,,27.59463087,801,Clouds,few clouds,02d,1,0,0,0,0,1,0
1984-07,San Francisco,37.774929,-122.419415,65.8502957,,59.25001344,66.0188172,64.37001344,67.25672043,1012.116935,,,80.17607527,7.672889785,252.6989247,,,,,,29.40053763,804,Clouds,overcast clouds,04d,1,0,0,0,0,0,0
1984-07,South Lake Tahoe,38.939926,-119.977187,65.47270161,10000.0,44.83102151,64.19283602,63.88514785,67.27330645,1014.762097,,,52.54704301,4.080376344,204.5591398,23.04,0.72525,,,,23.12903226,801,Clouds,few clouds,02d,1,0,0,0,0,0,0
1984-08,Eureka,40.802071,-124.163673,58.94428763,8219.69697,56.32813172,58.82103495,56.16987903,61.78873656,1016.181452,,,91.25268817,8.498198925,284.6935484,,,,,,46.90188172,803,Clouds,broken clouds,04d,1,0,0,0,0,0,0
1984-08,Fresno,36.737798,-119.787125,82.86501344,10000.0,55.42928763,82.26380376,81.97361559,83.72948925,1010.341398,,,40.80510753,5.671827957,281.7634409,,0.12,,,,10.15591398,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1984-08,Los Angeles,34.054908,-118.242643,82.64173387,,68.94823925,85.78822581,79.29732527,84.94626344,1011.706989,,,65.23655914,4.091303763,194.1599462,,0.3672727273,,,,13.72715054,801,Clouds,few clouds,02d,1,0,0,0,0,0,0
1984-08,Palm Springs,33.830296,-116.545292,87.3784585,9453.913043,67.03495389,90.58785244,84.77285903,90.88194993,1011.765481,,,54.40974967,3.929960474,204.168643,32.21,0.7725423729,,,,26.37681159,803,Clouds,broken clouds,04d,0,0,0,0,0,1,0
1984-08,Riverside,33.980601,-117.375494,79.8571371,,64.2049328,80.9002957,78.47446237,81.20701613,1011.989247,,,61.03897849,2.612701613,218.2647849,,0.3908333333,,,,17.65053763,803,Clouds,broken clouds,04d,1,0,0,0,0,0,0
1984-08,San Francisco,37.774929,-122.419415,64.61909946,,59.30516129,64.77178763,63.3336828,65.8778629,1013.548387,,,83.60887097,8.372284946,264.1895161,,0.93,,,,36.29301075,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1984-08,South Lake Tahoe,38.939926,-119.977187,62.38380376,10000.0,43.37775538,60.99524194,60.71922043,64.30336022,1015.555108,,,54.5188172,4.333669355,214.0443548,25.055,0.518,,,,19.1922043,500,Rain,light rain,10d,0,0,0,0,0,0,0
1984-09,Eureka,40.802071,-124.163673,57.75422222,7984.126984,53.748,57.211625,54.93888889,60.66786111,1014.423611,,,86.85694444,8.732666667,231.5708333,,0.4629411765,,,,27.47916667,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-09,Fresno,36.737798,-119.787125,80.13981944,10000.0,54.04429167,79.513,79.26734722,81.05922222,1009.023611,,,42.5,4.987069444,234.4930556,,0.3466666667,,,,14.63888889,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-09,Los Angeles,34.054908,-118.242643,82.95205556,,66.41027778,85.26354167,80.300125,85.05488889,1009.119444,,,60.69861111,3.675875,179.7319444,,0.3773684211,,,,27.84861111,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1984-09,Palm Springs,33.830296,-116.545292,85.75019444,10000.0,61.83975,86.73701389,83.08973611,89.30336111,1010.120833,,,47.95555556,4.033263889,199.7180556,21.92,0.5963636364,,,,25.01388889,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-09,Riverside,33.980601,-117.375494,79.98866667,,61.52326389,80.34143056,78.394125,81.69688889,1009.738889,,,57.09166667,3.005847222,153.6125,,0.2692307692,,,,29.7375,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1984-09,San Francisco,37.774929,-122.419415,68.51566667,,59.44993056,68.88113889,67.07677778,69.96059722,1011.058333,,,74.71944444,6.991805556,257.9138889,,0.11,,,,15.88055556,800,Clear,sky is clear,01d,1,0,0,0,0,0,0
1984-09,South Lake Tahoe,38.939926,-119.977187,57.01216366,9843.298969,39.1621914,55.320957,55.0784466,59.00181692,1014.300971,,,56.50069348,4.466865465,190.2260749,26.09888889,0.5296774194,,,,17.47850208,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-10,Eureka,40.802071,-124.163673,54.61567785,8351.724138,49.8341745,53.44008054,52.80719463,56.35754362,1017.569128,,,84.17449664,9.847127517,229.1838926,,0.9497452229,,,,58.70738255,500,Rain,light rain,10d,0,0,0,0,0,0,0
1984-10,Fresno,36.737798,-119.787125,63.14784471,9842.857143,46.63376171,61.8739759,62.12282463,64.09619813,1014.728246,,,56.92637216,5.549906292,242.4257028,23.04,0.9112,,,,32.79116466,803,Clouds,broken clouds,04d,0,0,0,0,0,0,0
1984-10,Los Angeles,34.054908,-118.242643,68.20389785,,52.98396505,67.64938172,66.06317204,69.95802419,1013.149194,,,61.79032258,4.020819892,165.0389785,,0.69375,,,,33.0672043,801,Clouds,few clouds,02d,0,0,0,0,0,0,0
1984-10,Palm Springs,33.830296,-116.545292,68.83739247,9979.166667,46.43030914,67.52802419,66.11072581,72.82259409,1012.512097,,,48.84811828,5.259569892,219.4032258,27.76444444,0.13,,,,31.07392473,804,Clouds,overcast clouds,04d,0,0,0,0,0,0,0
1984-10,Riverside,33.980601,-117.375494,64.28825269,,49.85469086,63.38313172,62.68791667,66.11591398,1013.353495,,,62.91397849,3.33266129,172.1115591,,0.229516129,,,,40.25,802,Clouds,scattered clouds,03d,0,0,0,0,0,0,0
1984-10,San Francisco,37.774929,-122.419415,59.5718414,,53.35612903,58.87856183,58.27482527,60.86901882,1016.307796,,,80.87768817,8.97969086,266.4274194,,0.9177358491,,,,53.47177419,800,Clear,sky is clear,01d,0,0,0,0,0,0,0
1984-10,South Lake Tahoe,38.939926,-119.977187,39.57358289,9881.25,31.16620321,36.7961631,37.41231283,42.03676471,1016.307487,,,74.11363636,4.599465241,173.7433155,25.8925,0.5128125,,0.8388679245,,53.99465241,500,Rain,light rain,10d,0,0,0,0,0,0,0
