Year,Commodity Code,Crop Name,County Code,County,Harvested Acres,Yield,Production,Price P/U,Unit,Value,Yield Per Acre,Production Per Acre,Value Per Acre
1999,378299,TOMATOES PROCESSING,85,Santa Clara,625,49.1,30688,64,TON,1964000,0.07856,49.1008,3142.4
1999,261999,ALMONDS ALL,31,Kings,1959,0.9,1763,1596,TON,2813000,0.0004594180704,0.8999489535,1435.936702
1999,261999,ALMONDS ALL,19,Fresno,57125,1.08,61700,1820,TON,112294000,1.89E-05,1.080087527,1965.7593
1999,261999,ALMONDS ALL,107,Tulare,16009,0.97,15500,1590,TON,24645000,6.06E-05,0.9682053845,1539.446561
1999,216299,GRAPES WINE,1,Alameda,2018,3.57,7210,1182,ACRE,8523000,0.001769078295,3.5728444,4223.488603
1999,216299,GRAPES WINE,17,El Dorado,981,3.41,3345,1160,TON,3880200,0.003476044852,3.409785933,3955.351682
1999,216299,GRAPES WINE,19,Fresno,128613,5.4,693910,237,TON,164784000,4.20E-05,5.395333287,1281.239066
1999,216299,GRAPES WINE,97,Sonoma,42227,3.37,142477,1890,TON,269271000,7.98E-05,3.37407346,6376.749473
1999,216299,GRAPES WINE,107,Tulare,30969,9.63,298380,230,TON,68748000,0.0003109561174,9.634796086,2219.897317
1999,216299,GRAPES WINE,31,Kings,2263,15.44,34941,204,TON,7135000,0.006822801591,15.44012373,3152.894388
1999,216299,GRAPES WINE,85,Santa Clara,1600,4.4,7040,1780,TON,12531000,0.00275,4.4,7831.875
1999,216299,GRAPES WINE,45,Mendocino,13994,4.19,58648,1455,TON,85311000,0.0002994140346,4.190938974,6096.255538
1999,216299,GRAPES WINE,55,Napa,30506,3.39,103526,2143,TON,221852000,0.0001111256802,3.393627483,7272.405428
1999,216299,GRAPES WINE,65,Riverside,2319,4.83,11212,906,TON,10153700,0.002082794308,4.834842605,4378.482104
2000,378299,TOMATOES PROCESSING,19,Fresno,115000,40.2,4623000,51,TON,235773000,0.0003495652174,40.2,2050.2
2000,378299,TOMATOES PROCESSING,31,Kings,9969,47,468543,41,TON,19051000,0.004714615307,47,1911.024175
2000,378299,TOMATOES PROCESSING,85,Santa Clara,1117,51.6,57637,48,TON,2767000,0.04619516562,51.59982095,2477.170994
2000,261999,ALMONDS ALL,107,Tulare,15737,0.79,12400,1960,TON,24304000,5.02E-05,0.7879519603,1544.385842
2000,261999,ALMONDS ALL,31,Kings,1796,0.7,1257,2445,TON,3073000,0.0003897550111,0.6998886414,1711.024499
2000,261999,ALMONDS ALL,19,Fresno,57350,0.83,47600,2340,TON,111384000,1.45E-05,0.8299912816,1942.179599
2000,216299,GRAPES WINE,1,Alameda,2602,2.11,5483,1185,TON,6498000,0.000810914681,2.107225211,2497.309762
2000,216299,GRAPES WINE,17,El Dorado,1165,2.92,3400,1194,TON,4059600,0.002506437768,2.918454936,3484.635193
2000,216299,GRAPES WINE,107,Tulare,27688,10.42,288490,207,TON,59835000,0.000376336319,10.41931523,2161.044496
2000,216299,GRAPES WINE,97,Sonoma,42220,4.52,190789,2043,TON,389781900,0.0001070582662,4.51892468,9232.162482
2000,216299,GRAPES WINE,85,Santa Clara,1749,3.9,6821,1521,TON,10375000,0.002229845626,3.899942824,5931.961121
2000,216299,GRAPES WINE,31,Kings,3020,9.04,27311,162,TON,4436000,0.002993377483,9.043377483,1468.874172
2000,216299,GRAPES WINE,45,Mendocino,12838,4.53,58106,1514,TON,87960000,0.0003528587007,4.526094407,6851.534507
2000,216299,GRAPES WINE,19,Fresno,75139,11.12,835310,177,TON,147550000,0.0001479923874,11.11686341,1963.693954
2000,216299,GRAPES WINE,65,Riverside,2767,4.53,12532,974,TON,12202100,0.00163715215,4.52909288,4409.866281
2000,216299,GRAPES WINE,55,Napa,32365,4.23,136962,2464,TON,337469000,0.0001306967403,4.231793604,10426.97358
2001,216299,GRAPES WINE,85,Santa Clara,1750,3.78,6615,1408,TONS,9314000,0.00216,3.78,5322.285714
2001,216299,GRAPES WINE,97,Sonoma,43589,3.98,173583,2157,TONS,374389700,9.13E-05,3.982266168,8589.086696
2001,216299,GRAPES WINE,107,Tulare,23431,10.07,235900,222,TONS,52446000,0.0004297725236,10.06785882,2238.31676
2001,378299,TOMATOES PROCESSING,85,Santa Clara,525,44.85,23546,45,TONS,1060000,0.08542857143,44.84952381,2019.047619
2001,378299,TOMATOES PROCESSING,31,Kings,10000,29.81,298100,51,TONS,15257000,0.002981,29.81,1525.7
2001,378299,TOMATOES PROCESSING,19,Fresno,106000,34.73,3681000,48,TONS,176688000,0.0003276415094,34.72641509,1666.867925
2001,216299,GRAPES WINE,65,Riverside,2302,4.5,10359,900,TONS,9323100,0.001954821894,4.5,4050
2001,261999,ALMONDS ALL,31,Kings,4100,0.84,3444,2132,TONS,7342000,0.0002048780488,0.84,1790.731707
2001,261999,ALMONDS ALL,19,Fresno,61896,1.06,65610,2120,TONS,139093000,1.71E-05,1.060003877,2247.204989
2001,261999,ALMONDS ALL,107,Tulare,16587,0.9,14900,1760,TONS,26224000,5.43E-05,0.8982938446,1580.997166
2001,216299,GRAPES WINE,55,Napa,35095,3.6,126438,2802,TONS,354338000,0.0001025787149,3.602735432,10096.53797
2001,216299,GRAPES WINE,45,Mendocino,14800,4.04,59808,1466,TONS,87678400,0.000272972973,4.041081081,5924.216216
2001,216299,GRAPES WINE,31,Kings,3085,9.75,30088,169,TONS,5088000,0.003160453809,9.752998379,1649.270665
2001,216299,GRAPES WINE,19,Fresno,76393,8.37,639180,167,TONS,106924000,0.0001095650125,8.366996976,1399.657037
2001,216299,GRAPES WINE,17,El Dorado,1244,2.87,3570,1209,TONS,4317300,0.002307073955,2.86977492,3470.498392
2001,216299,GRAPES WINE,1,Alameda,3023,2.91,8797,1147,TONS,10092000,0.000962619914,2.910023156,3338.405557
2002,216299,GRAPES WINE,107,Tulare,26597,9.71,258300,160,TON,41358000,0.0003650787683,9.711621611,1554.987405
2002,216299,GRAPES WINE,97,Sonoma,46587,3.93,183139,2055,TON,376422300,8.44E-05,3.931118123,8079.985833
2002,216299,GRAPES WINE,85,Santa Clara,1839,3.3,6069,1313,TON,7968000,0.001794453507,3.300163132,4332.78956
2002,216299,GRAPES WINE,45,Mendocino,15202,3.89,59128,1375,TON,81301400,0.0002558873832,3.889488225,5348.072622
2002,216299,GRAPES WINE,55,Napa,37072,3.51,130099,2920,TON,379930000,9.47E-05,3.509360164,10248.43548
2002,216299,GRAPES WINE,65,Riverside,1250,4.16,5200,677,TON,3518000,0.003328,4.16,2814.4
2002,378299,TOMATOES PROCESSING,19,Fresno,115000,40.25,4629000,49,TON,226821000,0.00035,40.25217391,1972.356522
2002,378299,TOMATOES PROCESSING,31,Kings,16108,32.33,520772,50,TON,25992000,0.002007077229,32.33002235,1613.608145
2002,378299,TOMATOES PROCESSING,85,Santa Clara,623,49.7,30963,49,TON,1517000,0.0797752809,49.69983949,2434.991974
2002,216299,GRAPES WINE,31,Kings,3319,8.52,28294,162,TON,4584000,0.002567038265,8.524856885,1381.138897
2002,261999,ALMONDS ALL,31,Kings,7676,0.83,6344,2002,TON,12698000,0.000108129234,0.8264721209,1654.247004
2002,261999,ALMONDS ALL,19,Fresno,63450,1.24,78700,2300,TON,181010000,1.95E-05,1.24034673,2852.797478
2002,261999,ALMONDS ALL,107,Tulare,15595,1.03,16100,2020,TON,32522000,6.60E-05,1.032382174,2085.411991
2002,216299,GRAPES WINE,19,Fresno,85701,10.83,928100,141,TON,131189000,0.0001263695873,10.82951191,1530.775604
2002,216299,GRAPES WINE,17,El Dorado,1464,2.77,4060,1153,TON,4680000,0.001892076503,2.773224044,3196.721311
2002,216299,GRAPES WINE,1,Alameda,2255,2.13,4793,1126,TON,5398000,0.0009445676275,2.125498891,2393.791574
2003,216299,GRAPES WINE,45,Mendocino,15576,3.72,57960,1213.95,TON,70360700,0.0002388289676,3.721109399,4517.250899
2003,216299,GRAPES WINE,55,Napa,39106,3.29,128814,2985.7,TON,384600000,8.41E-05,3.293970235,9834.807958
2003,216299,GRAPES WINE,65,Riverside,1266,3.29,4163,784,TON,3263800,0.002598736177,3.288309637,2578.041074
2003,216299,GRAPES WINE,31,Kings,3295,8.97,29555,173.1,TON,5116000,0.002722306525,8.969650986,1552.655539
2003,216299,GRAPES WINE,1,Alameda,2284,3.21,7325,1077.41,TON,7892000,0.001405429072,3.20709282,3455.341506
2003,216299,GRAPES WINE,17,El Dorado,1678,2.36,3953,1120.67,TON,4430000,0.001406436234,2.355780691,2640.047676
2003,216299,GRAPES WINE,19,Fresno,72186,10.09,728500,166.12,TON,121015000,0.0001397777962,10.0919846,1676.433103
2003,216299,GRAPES WINE,85,Santa Clara,1854,2.9,5377,1205.88,TON,6484000,0.001564185545,2.90021575,3497.303128
2003,216299,GRAPES WINE,97,Sonoma,52176,3.08,160768,1967.2,TON,316262300,5.90E-05,3.081263416,6061.451625
2003,216299,GRAPES WINE,107,Tulare,23886,9.21,220030,164.64,TON,36225000,0.0003855815122,9.211672109,1516.578749
2003,261999,ALMONDS ALL,107,Tulare,15954,0.92,14700,3000,TON,44100000,5.77E-05,0.9213990222,2764.197067
2003,261999,ALMONDS ALL,19,Fresno,65018,1.07,69600,2720,TON,189312000,1.65E-05,1.070472792,2911.685995
2003,261999,ALMONDS ALL,31,Kings,9365,0.68,6368,2548.99,TON,16232000,7.26E-05,0.6799786439,1733.262146
2003,378299,TOMATOES PROCESSING,85,Santa Clara,497,44.6,22166,49.99,TON,1108000,0.08973843058,44.59959759,2229.376258
2003,378299,TOMATOES PROCESSING,19,Fresno,119000,40.12,4774000,57,TON,272118000,0.0003371428571,40.11764706,2286.705882
2003,378299,TOMATOES PROCESSING,31,Kings,19131,27.71,530120,49.98,TON,26495000,0.001448434478,27.70999948,1384.924991
2004,261999,ALMONDS ALL,31,Kings,9434,0.66,6226,3485.06,TON,21698000,7.00E-05,0.6599533602,2299.9788
2004,261999,ALMONDS ALL,19,Fresno,82700,1.04,86000,4337,TON,372982000,1.26E-05,1.039903265,4510.060459
2004,261999,ALMONDS ALL,107,Tulare,17381,1.17,20300,4300,TON,87290000,6.73E-05,1.167942006,5022.150624
2004,216299,GRAPES WINE,31,Kings,3023,10.49,31720,237.3,TON,7527000,0.003470062851,10.49288786,2489.910685
2004,216299,GRAPES WINE,19,Fresno,96692,9.01,871000,226.31,TON,197117000,9.32E-05,9.007984115,2038.607124
2004,216299,GRAPES WINE,17,El Dorado,1710,2.46,4209,1094.84,TONS,4608200,0.001438596491,2.461403509,2694.853801
2004,216299,GRAPES WINE,1,Alameda,2526,3.6,9094,995.38,TONS,9052000,0.001425178147,3.600158353,3583.531275
2004,216299,GRAPES WINE,45,Mendocino,15608,3.35,52252,1150.99,TONS,60141500,0.0002146335213,3.347770374,3853.248334
2004,216299,GRAPES WINE,107,Tulare,23764,9.65,229430,224.8,TON,51576000,0.0004060764181,9.654519441,2170.341693
2004,216299,GRAPES WINE,97,Sonoma,50010,3.31,165783,1882.64,TONS,312110200,6.62E-05,3.314997001,6240.955809
2004,216299,GRAPES WINE,55,Napa,40439,2.96,119874,2915.56,TON,349500000,7.32E-05,2.964316625,8642.64695
2004,216299,GRAPES WINE,65,Riverside,1640,2.18,3575,668.03,TON,2388200,0.001329268293,2.179878049,1456.219512
2004,216299,GRAPES WINE,85,Santa Clara,1870,3.3,6171,994.98,TON,6140000,0.001764705882,3.3,3283.42246
2004,378299,TOMATOES PROCESSING,19,Fresno,110000,44.5,4895000,50,TON,244750000,0.0004045454545,44.5,2225
2004,378299,TOMATOES PROCESSING,31,Kings,20309,43.13,875927,51,TON,44672000,0.002123689005,43.12999163,2199.615934
2004,378299,TOMATOES PROCESSING,85,Santa Clara,169,50.8,8585,49.97,TON,429000,0.300591716,50.79881657,2538.461538
2005,378299,TOMATOES PROCESSING,19,Fresno,118000,40.91,4827000,51,TONS,246177000,0.0003466949153,40.90677966,2086.245763
2005,378299,TOMATOES PROCESSING,31,Kings,21889,45.2,989383,50,TONS,49469000,0.002064964137,45.20000914,2259.993604
2005,261999,ALMONDS ALL,31,Kings,9275,0.57,5287,5400.04,TONS,28550000,6.15E-05,0.5700269542,3078.167116
2005,261999,ALMONDS ALL,107,Tulare,17133,0.95,16300,5380,TONS,87694000,5.54E-05,0.9513803771,5118.426429
2005,261999,ALMONDS ALL,19,Fresno,88400,0.9,79600,5700,TONS,453720000,1.02E-05,0.9004524887,5132.579186
2005,216299,GRAPES WINE,1,Alameda,2169,4.24,9189,930.68,TONS,8552000,0.001954817888,4.236514523,3942.830798
2005,216299,GRAPES WINE,17,El Dorado,1906,2.44,4642,1064.2,TONS,4940000,0.001280167891,2.435466946,2591.81532
2005,216299,GRAPES WINE,19,Fresno,77598,11.32,878500,223.29,TONS,196162000,0.0001458800485,11.32116807,2527.925977
2005,216299,GRAPES WINE,31,Kings,3717,12.65,47009,239.08,TONS,11239000,0.003403282217,12.64702717,3023.675007
2005,216299,GRAPES WINE,45,Mendocino,16084,3.85,61962,1171.01,TONS,72557900,0.0002393683163,3.852399901,4511.185029
2005,216299,GRAPES WINE,107,Tulare,22831,9.6,219270,217.17,TONS,47618000,0.0004204809251,9.604047129,2085.672988
2005,216299,GRAPES WINE,97,Sonoma,57050,4.05,230910,1864.64,TONS,430563500,7.10E-05,4.047502191,7547.125329
2005,216299,GRAPES WINE,55,Napa,41910,4.32,181025,2987.43,TONS,540800000,0.0001030780243,4.319374851,12903.84157
2005,216299,GRAPES WINE,65,Riverside,1650,2.5,4125,963.01,TONS,3972400,0.001515151515,2.5,2407.515152
2005,216299,GRAPES WINE,85,Santa Clara,1720,4,6880,1061.05,TONS,7300000,0.002325581395,4,4244.186047
2006,378299,TOMATOES PROCESSING,19,Fresno,124000,35.14,4357000,57,TONS,248349000,0.0002833870968,35.13709677,2002.814516
2006,378299,TOMATOES PROCESSING,31,Kings,21064,29.47,620756,56,TONS,34762000,0.001399069502,29.4699962,1650.303836
2006,261999,ALMONDS ALL,31,Kings,10270,0.98,10065,5040.04,TONS,50728000,9.54E-05,0.9800389484,4939.435248
2006,261999,ALMONDS ALL,107,Tulare,18978,0.98,18600,4540,TONS,84444000,5.16E-05,0.9800822004,4449.57319
2006,261999,ALMONDS ALL,19,Fresno,99300,1.16,115000,4300,TONS,494500000,1.17E-05,1.158106747,4979.859013
2006,216299,GRAPES WINE,1,Alameda,2281,3.74,8534,937.97,TONS,8004600,0.00163963174,3.741341517,3509.250329
2006,216299,GRAPES WINE,17,El Dorado,1864,3.07,5720,1081.56,TONS,6186500,0.001646995708,3.068669528,3318.937768
2006,216299,GRAPES WINE,19,Fresno,64116,8.83,566400,209.56,TONS,118692000,0.0001377191341,8.833988396,1851.207187
2006,216299,GRAPES WINE,31,Kings,3624,10.98,39800,259.35,TONS,10322000,0.003029801325,10.98233996,2848.233996
2006,216299,GRAPES WINE,45,Mendocino,16142,4.4,70948,1237,TONS,87762600,0.000272580845,4.395242225,5436.909924
2006,216299,GRAPES WINE,107,Tulare,19360,8.98,173930,208.41,TONS,36248000,0.0004638429752,8.983987603,1872.31405
2006,216299,GRAPES WINE,97,Sonoma,55507,3.9,216248,1990.76,TONS,430496900,7.03E-05,3.895868989,7755.722702
2006,216299,GRAPES WINE,55,Napa,42188,3.62,152776,3070.33,TONS,469072900,8.58E-05,3.621314118,11118.63326
2006,216299,GRAPES WINE,65,Riverside,1500,2.4,3600,1111,TONS,3999600,0.0016,2.4,2666.4
2006,216299,GRAPES WINE,85,Santa Clara,1750,3.8,6650,1120,TONS,7448000,0.002171428571,3.8,4256
2007,378299,TOMATOES PROCESSING,19,Fresno,125000,34.86,4357000,79.26,TON,345340000,0.00027888,34.856,2762.72
2007,378299,TOMATOES PROCESSING,31,Kings,26041,45.12,1174970,60,TONS,70498000,0.001732652356,45.12000307,2707.192504
2007,261999,ALMONDS ALL,31,Kings,13017,1.01,13151,3600.03,TONS,47344000,7.76E-05,1.010294231,3637.089959
2007,261999,ALMONDS ALL,19,Fresno,116700,1.08,126000,3790,TON,477540000,9.25E-06,1.079691517,4092.030848
2007,261999,ALMONDS ALL,107,Tulare,22100,0.96,21200,3690,TON,78228000,4.34E-05,0.9592760181,3539.728507
2007,216299,GRAPES WINE,45,Mendocino,16342,3.77,61589,1223.41,TON,75348300,0.0002306939175,3.768755354,4610.714723
2007,216299,GRAPES WINE,55,Napa,42338,3.43,145115,3256.77,TONS,472606600,8.10E-05,3.427535547,11162.7049
2007,216299,GRAPES WINE,65,Riverside,2000,1.7,3400,1184,TONS,4025600,0.00085,1.7,2012.8
2007,216299,GRAPES WINE,31,Kings,3817,7.52,28719,230.27,TONS,6613000,0.001970133613,7.523971706,1732.512444
2007,216299,GRAPES WINE,1,Alameda,1916,3.93,7526,857.69,TONS,6455000,0.002051148225,3.927974948,3368.997912
2007,216299,GRAPES WINE,17,El Dorado,1747,2.88,5029,1197.36,TONS,6021500,0.001648540355,2.878649113,3446.765884
2007,216299,GRAPES WINE,19,Fresno,61224,11.81,722800,214.36,TON,154942000,0.0001928982099,11.80582778,2530.739579
2007,216299,GRAPES WINE,85,Santa Clara,1550,3,4650,1313.98,TON,6110000,0.001935483871,3,3941.935484
2007,216299,GRAPES WINE,97,Sonoma,54899,3.62,198533,2098.14,TON,416549600,6.59E-05,3.616331809,7587.562615
2007,216299,GRAPES WINE,107,Tulare,19561,10.25,200430,217.09,TON,43512000,0.0005240018404,10.24640867,2224.426154
2008,378299,TOMATOES PROCESSING,19,Fresno,109000,45.21,4928000,74,TONS,364672000,0.0004147706422,45.21100917,3345.614679
2008,378299,TOMATOES PROCESSING,31,Kings,30425,49.88,1517750,66.6,TONS,101083000,0.001639441249,49.88496302,3322.366475
2008,261999,ALMONDS ALL,31,Kings,13054,0.71,9268,2700.04,TONS,25024000,5.44E-05,0.7099739543,1916.960319
2008,261999,ALMONDS ALL,19,Fresno,120400,1.32,159000,3460,TONS,550140000,1.10E-05,1.320598007,4569.269103
2008,261999,ALMONDS ALL,107,Tulare,24800,1.11,27500,2990,TON,82225000,4.48E-05,1.108870968,3315.524194
2008,216299,GRAPES WINE,85,Santa Clara,1510,3,4530,1426.05,TONS,6460000,0.001986754967,3,4278.145695
2008,216299,GRAPES WINE,97,Sonoma,55431,3.05,168992,2255.09,TONS,381092000,5.50E-05,3.048691166,6875.069907
2008,216299,GRAPES WINE,107,Tulare,21728,11.94,259420,250.51,TON,64987000,0.0005495213549,11.93943299,2990.933358
2008,216299,GRAPES WINE,45,Mendocino,16400,2.79,45779,1355.36,TONS,62047200,0.0001701219512,2.791402439,3783.365854
2008,216299,GRAPES WINE,55,Napa,42870,2.7,115864,3451.57,TONS,399913100,6.30E-05,2.702682529,9328.507115
2008,216299,GRAPES WINE,65,Riverside,2165,1.85,4005,1121.07,TONS,4489900,0.0008545034642,1.849884527,2073.856813
2008,216299,GRAPES WINE,31,Kings,3831,9.74,37306,245.72,TONS,9167000,0.002542417123,9.737927434,2392.84782
2008,216299,GRAPES WINE,19,Fresno,69631,14.94,1040100,250.93,TONS,260990000,0.0002145596071,14.9373124,3748.186871
2008,216299,GRAPES WINE,1,Alameda,2526,3.73,9417,911.76,TONS,8586000,0.001476642914,3.728028504,3399.049881
2008,216299,GRAPES WINE,17,El Dorado,1901,2.2,4182,1250.38,TONS,5229100,0.001157285639,2.199894792,2750.710153
2009,378299,TOMATOES PROCESSING,85,Santa Clara,1160,66.8,77488,78,Tons,6044000,0.0575862069,66.8,5210.344828
2009,378299,TOMATOES PROCESSING,19,Fresno,115000,48,5520000,83,Tons,458160000,0.0004173913043,48,3984
2009,378299,TOMATOES PROCESSING,31,Kings,26658,53.91,1437133,71.8,Tons,103186000,0.002022282242,53.91000825,3870.732988
2009,261999,ALMONDS ALL,31,Kings,14030,0.73,10242,3339.97,Tons,34208000,5.20E-05,0.7300071276,2438.203849
2009,261999,ALMONDS ALL,19,Fresno,121000,1.16,140000,3376,Tons,472640000,9.59E-06,1.157024793,3906.115702
2009,261999,ALMONDS ALL,107,Tulare,25500,0.97,24700,3670,Tons,90649000,3.80E-05,0.968627451,3554.862745
2009,216299,GRAPES WINE,45,Mendocino,16616,3.59,59617,1316.78,Tons,78502500,0.0002160568127,3.587927299,4724.512518
2009,216299,GRAPES WINE,55,Napa,43031,3.32,142976,3462.25,Tons,495018700,7.72E-05,3.322627873,11503.76938
2009,216299,GRAPES WINE,65,Riverside,1891,3.45,6524,1085.99,Tons,7085000,0.001824431518,3.450026441,3746.69487
2009,216299,GRAPES WINE,31,Kings,4122,12.3,50698,283.86,Tons,14391000,0.002983988355,12.29936924,3491.266376
2009,216299,GRAPES WINE,1,Alameda,2410,5.02,12110,1158.13,Tons,14025000,0.002082987552,5.024896266,5819.502075
2009,216299,GRAPES WINE,17,El Dorado,1760,2.93,5165,1139.48,Tons,5885400,0.001664772727,2.934659091,3343.977273
2009,216299,GRAPES WINE,19,Fresno,64376,12.48,803560,253.16,Tons,203428000,0.0001938610662,12.48229154,3159.997515
2009,216299,GRAPES WINE,85,Santa Clara,1516,3.7,5609,1244.96,Tons,6983000,0.002440633245,3.699868074,4606.200528
2009,216299,GRAPES WINE,97,Sonoma,56306,3.78,212675,2186.61,Tons,465036400,6.71E-05,3.777128548,8259.091393
2009,216299,GRAPES WINE,107,Tulare,17829,12.29,219160,252.5,Tons,55338000,0.0006893263784,12.29233272,3103.81962
2010,378299,TOMATOES PROCESSING,85,Santa Clara,1010,64.26,64900,65.98,Tons,4282000,0.06362376238,64.25742574,4239.60396
2010,378299,TOMATOES PROCESSING,19,Fresno,108000,47.28,5106000,68,Tons,347208000,0.0004377777778,47.27777778,3214.888889
2010,378299,TOMATOES PROCESSING,31,Kings,38400,54.53,2094000,64.41,Tons,134872000,0.001420052083,54.53125,3512.291667
2010,261999,ALMONDS ALL,31,Kings,14400,1,14400,3574.03,Tons,51466000,6.94E-05,1,3574.027778
2010,261999,ALMONDS ALL,19,Fresno,138000,1.23,170000,3419,Tons,581230000,8.91E-06,1.231884058,4211.811594
2010,261999,ALMONDS ALL,107,Tulare,30500,0.93,28400,3460,Tons,98264000,3.05E-05,0.931147541,3221.770492
2010,216299,GRAPES WINE,45,Mendocino,16700,3.95,65900,1121.46,Tons,73904000,0.0002365269461,3.946107784,4425.389222
2010,216299,GRAPES WINE,55,Napa,43300,3.21,139000,3265.35,Tons,453883000,7.41E-05,3.210161663,10482.28637
2010,216299,GRAPES WINE,65,Riverside,2100,3.2,6710,1093.74,Tons,7339000,0.001523809524,3.195238095,3494.761905
2010,216299,GRAPES WINE,17,El Dorado,1950,2.39,4670,1049.04,Tons,4899000,0.001225641026,2.394871795,2512.307692
2010,216299,GRAPES WINE,19,Fresno,60100,14.69,883000,279.97,Tons,247213000,0.0002444259567,14.6921797,4113.361065
2010,216299,GRAPES WINE,31,Kings,4130,11.84,48900,255.32,Tons,12485000,0.002866828087,11.8401937,3023.002421
2010,216299,GRAPES WINE,1,Alameda,2240,5.63,12600,906.27,Tons,11419000,0.002513392857,5.625,5097.767857
2010,216299,GRAPES WINE,85,Santa Clara,1530,3.59,5490,1285.79,Tons,7059000,0.002346405229,3.588235294,4613.72549
2010,216299,GRAPES WINE,97,Sonoma,56500,3.4,192000,2033.58,Tons,390448000,6.02E-05,3.398230088,6910.584071
2010,216299,GRAPES WINE,107,Tulare,18700,12.62,236000,260.17,Tons,61399000,0.0006748663102,12.62032086,3283.368984
2011,378299,TOMATOES PROCESSING,85,Santa Clara,1060,60.09,63700,65.01,Tons,4141000,0.05668867925,60.09433962,3906.603774
2011,378299,TOMATOES PROCESSING,19,Fresno,95200,54.88,5225000,70,Tons,365750000,0.0005764705882,54.88445378,3841.911765
2011,378299,TOMATOES PROCESSING,31,Kings,31200,55.74,1739000,67.59,Tons,117540000,0.001786538462,55.73717949,3767.307692
2011,261999,ALMONDS ALL,31,Kings,15500,1.25,19300,3895.23,Tons,75178000,8.06E-05,1.24516129,4850.193548
2011,261999,ALMONDS ALL,19,Fresno,150000,1.47,221000,3496,Tons,772616000,9.80E-06,1.473333333,5150.773333
2011,261999,ALMONDS ALL,107,Tulare,31800,1.09,34700,3700,Tons,128390000,3.43E-05,1.091194969,4037.421384
2011,216299,GRAPES WINE,85,Santa Clara,1550,3.17,4910,1344.4,Tons,6601000,0.00204516129,3.167741935,4258.709677
2011,216299,GRAPES WINE,97,Sonoma,58100,2.87,167000,2078.32,Tons,347080000,4.94E-05,2.874354561,5973.83821
2011,216299,GRAPES WINE,107,Tulare,21700,11.89,258000,306.47,Tons,79070000,0.0005479262673,11.88940092,3643.778802
2011,216299,GRAPES WINE,17,El Dorado,2010,2.12,4270,1203.04,Tons,5137000,0.001054726368,2.124378109,2555.721393
2011,216299,GRAPES WINE,19,Fresno,68900,13.13,905000,335.5,Tons,303628000,0.0001905660377,13.13497823,4406.792453
2011,216299,GRAPES WINE,31,Kings,3590,15.1,54200,308.67,Tons,16730000,0.004206128134,15.09749304,4660.167131
2011,216299,GRAPES WINE,65,Riverside,2772,2.3,6380,1050.31,Tons,6701000,0.0008297258297,2.301587302,2417.388167
2011,216299,GRAPES WINE,45,Mendocino,16700,3.44,57400,1247.32,Tons,71596000,0.000205988024,3.437125749,4287.185629
2011,216299,GRAPES WINE,55,Napa,43600,2.8,122000,3470.84,Tons,423442000,6.42E-05,2.798165138,9711.972477
2011,216299,GRAPES WINE,1,Alameda,2650,3.47,9190,1296.63,Tons,11916000,0.001309433962,3.467924528,4496.603774
2012,378299,TOMATOES PROCESSING,19,Fresno,97600,56.39,5504000,68,Tons,374272000,0.0005777663934,56.39344262,3834.754098
2012,378299,TOMATOES PROCESSING,31,Kings,36000,51.61,1858000,69.29,Tons,128735000,0.001433611111,51.61111111,3575.972222
2012,378299,TOMATOES PROCESSING,85,Santa Clara,980,63.16,61900,66.04,Tons,4088000,0.06444897959,63.16326531,4171.428571
2012,261999,ALMONDS ALL,107,Tulare,33800,1.03,34800,5170,Tons,179916000,3.05E-05,1.029585799,5322.95858
2012,261999,ALMONDS ALL,31,Kings,16800,1.03,17300,4859.6,Tons,84071000,6.13E-05,1.029761905,5004.22619
2012,261999,ALMONDS ALL,19,Fresno,154000,1.34,206000,4251,Tons,875706000,8.70E-06,1.337662338,5686.402597
2012,216299,GRAPES WINE,65,Riverside,2740,3.15,8620,1240.37,Tons,10692000,0.001149635036,3.145985401,3902.189781
2012,216299,GRAPES WINE,55,Napa,43200,4.24,183000,3585.99,Tons,656236000,9.81E-05,4.236111111,15190.64815
2012,216299,GRAPES WINE,45,Mendocino,16800,4.23,71100,1438.9,Tons,102306000,0.0002517857143,4.232142857,6089.642857
2012,216299,GRAPES WINE,31,Kings,4110,12.9,53000,315.06,Tons,16698000,0.003138686131,12.89537713,4062.773723
2012,216299,GRAPES WINE,19,Fresno,86700,10.38,900000,385.48,Tons,346934000,0.0001197231834,10.38062284,4001.545559
2012,216299,GRAPES WINE,1,Alameda,2940,3.74,11000,1251.27,Tons,13764000,0.001272108844,3.741496599,4681.632653
2012,216299,GRAPES WINE,17,El Dorado,2060,2.75,5675,1378.68,Tons,7824000,0.001334951456,2.754854369,3798.058252
2012,216299,GRAPES WINE,85,Santa Clara,1580,3.92,6190,1170.92,Tons,7248000,0.002481012658,3.917721519,4587.341772
2012,216299,GRAPES WINE,97,Sonoma,58300,4.58,267000,2183.3,Tons,582942000,7.86E-05,4.579759863,9999.005146
2012,216299,GRAPES WINE,107,Tulare,15900,13.65,217000,348.53,Tons,75631000,0.000858490566,13.64779874,4756.666667
2013,378299,TOMATOES PROCESSING,19,Fresno,101000,50.27,5077000,69,tons,350313000,0.0004977227723,50.26732673,3468.445545
2013,378299,TOMATOES PROCESSING,85,Santa Clara,749,58.48,43800,74.02,tons,3242000,0.07807743658,58.47797063,4328.437917
